platform,subject,gad7-infreq,7u7d-infreq,bisbas-infreq,shaps-infreq,infreq,infreq-any,entropy,reliability,mahalanobis,gad7-rt,7u7d-rt,bisbas-rt,shaps-rt,reading,n_loops,accuracy,wsls,rt
prolific,ptz9jbgy1fhpy8jo3lpshxna,0,0,0,0,0,0,4.71966323956628,0.17981944444444434,9.067362994790173,False,False,False,False,0,1,0.43333333333333335,0.43617021276595763,0.2111111111111111
prolific,pv0jxvb2357a5p0fwzibuqry,0,0,0,0,0,0,4.180630947651017,0.11300272817460351,6.576198743574248,False,False,False,False,0,1,0.5444444444444444,0.2439024390243903,0.044444444444444446
prolific,pydsub3305ez6hew5ads85ge,0,0,0,0,0,0,4.773993097961071,0.12484052579365132,5.313574379398553,False,False,False,False,0,1,0.5111111111111111,0.5494949494949495,0.07777777777777778
prolific,qcdk2tj1c6i20hiduqjeh67w,0,0,0,0,0,0,4.5128461780651214,0.11764459325396853,6.293590241632775,False,False,False,False,0,2,0.6111111111111112,0.5464646464646468,0.03333333333333333
prolific,qqi5znxg9c08psfg0wbsi1jc,0,0,0,0,0,0,5.407552179971628,0.13987723214285713,8.433316329436488,False,False,False,False,0,1,0.4777777777777778,0.6632962588473206,0.022222222222222223
prolific,r8kvfvak4zlrwvn6pisn9vn3,0,0,0,0,0,0,4.664568362092618,0.12825967261904767,6.610751758965804,False,False,False,False,0,1,0.6555555555555556,0.6601010101010103,0.3
prolific,rajsvfwo2n9j6m1oj6c91rj3,0,0,0,0,0,0,2.1216357545892413,0.08516666666666667,5.52809494014807,False,False,False,False,0,1,0.6333333333333333,0.5050658561296858,0.022222222222222223
prolific,rd874rrg3n6blz5e2vmch8ks,0,1,0,0,1,1,5.342389251831098,0.1307646329365075,6.646842543559407,False,False,False,False,0,1,0.7111111111111111,0.5700534759358291,0.26666666666666666
prolific,res0ruqjbr1gufnelh1gmu11,0,0,0,0,0,0,4.401557816527072,0.15767410714285693,7.4907700569870705,False,False,False,False,0,1,0.45555555555555555,0.5041025641025642,0.2
prolific,rlfnbchmxcdnmvh8rchpiker,0,0,0,1,1,1,5.8806145956863585,0.15072743055555515,7.564024902687733,False,False,False,False,0,3,0.6777777777777778,0.7377049180327867,0.17777777777777778
prolific,rmj5e5y59rzx15cktxgyyfya,0,0,0,0,0,0,3.8730542798341863,0.1089112103174603,5.546317085886992,False,False,False,False,0,4,0.36666666666666664,0.2636738906088751,0.06666666666666667
prolific,rz9oz1fa9mxw4p8xg1zex3dn,0,0,0,0,0,0,5.646291477215341,0.15091493055555544,7.0257366728491375,False,False,False,False,0,1,0.6777777777777778,0.611111111111111,0.011111111111111112
prolific,s6dmy269v6v8tq2sxx6ijbsi,0,0,0,0,0,0,6.694006271991411,0.1650362103174603,7.847266434911174,False,False,False,False,0,1,0.6333333333333333,1.0000000000000004,0.1
prolific,s8xztpmugvi5i1hiiy0caf1l,0,0,0,0,0,0,4.780561883572945,0.11969444444444477,6.920119254140761,False,False,False,False,0,1,0.6444444444444445,0.5312500000000003,0.022222222222222223
prolific,scx3y6124yw45ct8lh80lxdm,0,0,0,0,0,0,3.897325570804957,0.10987450396825386,6.265206697710976,False,False,False,False,0,1,0.4777777777777778,0.35603715170278644,0.07777777777777778
prolific,sfcoka8iitssmd15lnc8mb23,0,0,0,0,0,0,4.9236147655300275,0.12430952380952415,6.413050422645117,False,False,False,False,0,1,0.6,0.6663265306122449,0.08888888888888889
prolific,siqr7b26o4dl4t1qe59wdsyk,0,0,0,0,0,0,6.137709318547749,0.1945086805555551,7.731008892576003,False,False,False,False,0,2,0.4111111111111111,0.6257796257796258,0.12222222222222222
prolific,swq3fvf9fr79ha3hyl3pseuu,0,0,0,1,1,1,4.172121974599752,0.10160987103174596,6.340565552069078,False,False,False,False,0,1,0.4444444444444444,0.40717948717948727,0.07777777777777778
prolific,t1yzez4ovd27jbq0hyrpx1lm,0,0,0,0,0,0,6.98702995489714,0.19982366071428603,10.057935336129557,False,False,False,False,0,1,0.5444444444444444,0.9056603773584909,0.15555555555555556
prolific,tblx1m7ct4qr442pn677n41o,0,0,0,0,0,0,3.384728528417483,0.09517807539682537,5.323134906951237,False,False,False,False,0,1,0.5555555555555556,0.8000000000000002,0.15555555555555556
prolific,tgt0ui62axqihws96b9rp7q7,0,0,0,0,0,0,6.448446683519066,0.14376041666666645,8.851811695687227,False,False,False,False,0,1,0.6222222222222222,0.7866876310272541,0.044444444444444446
prolific,tmm6coys6dyyzbvl87at5f2z,0,0,0,0,0,0,3.1306392978507387,0.0780590277777778,5.931297903868874,False,False,False,False,0,1,0.5444444444444444,0.9090909090909095,0.14444444444444443
prolific,u3985tl25civw7cwkponfq3v,0,0,0,0,0,0,1.3862943611198906,0.029291666666666803,4.670006468526993,False,True,False,False,1,1,0.6888888888888889,0.6571428571428568,0.25555555555555554
prolific,u4hewdfbi95vkie80f4arixr,1,0,0,0,1,1,6.293481389788885,0.17353174603174637,9.585850103454225,False,False,False,False,0,1,0.6111111111111112,0.49999999999999983,0.12222222222222222
prolific,u4llbg249clqj7gecwc19dj2,1,1,0,1,3,1,6.59222478495811,0.1655612599206347,8.290367301301073,False,True,False,True,2,1,0.4444444444444444,0.3476084538375973,0.06666666666666667
prolific,u5gp53g7omv2ivz6ce9napx8,0,0,0,0,0,0,2.4725465793085437,0.05859002976190462,6.231710714456323,False,False,False,False,0,2,0.5333333333333333,0.7767295597484281,0.044444444444444446
prolific,u8ugvmr32frcnzlceuo67kt0,0,0,0,0,0,0,4.427419507681099,0.10233581349206339,6.116703032868551,False,False,False,False,0,1,0.6666666666666666,0.7949561403508774,0.022222222222222223
prolific,ucftdalpyct4hvytx6pvkp3n,0,0,0,1,1,1,5.041218024499622,0.14162748015873036,9.526835676166952,False,False,False,False,0,1,0.5444444444444444,0.717750257997936,0.2
prolific,ulg8tc0zx06x1i6z1sgm5t4z,0,0,0,0,0,0,4.877733264981639,0.10772743055555556,6.680949184846125,False,False,False,False,0,1,0.5888888888888889,0.5833333333333331,0.03333333333333333
prolific,uuh7v8p7kao4kesi6uu6tvw9,0,0,0,0,0,0,5.209784685606534,0.12472197420634965,6.9572345000954785,False,False,False,False,0,1,0.36666666666666664,0.3018867924528302,0.011111111111111112
prolific,uukqsvy7zzeqfqovqzd1pa64,0,0,0,0,0,0,4.560086184267016,0.11593576388888881,5.950745853311263,False,False,False,False,0,1,0.6333333333333333,0.9574468085106383,0.18888888888888888
prolific,uy4dfkzf724ww53jtl7euz3e,0,0,0,0,0,0,4.52732724316456,0.10985565476190405,6.90649942850611,False,False,False,False,0,3,0.45555555555555555,0.4623323013415892,0.022222222222222223
prolific,v2h8o96cg4bhv88n2a134lzf,0,0,0,0,0,0,2.9752761633238904,0.09264657738095147,5.022385487002458,False,False,False,False,0,1,0.6222222222222222,0.4,0.14444444444444443
prolific,v9ausuant19jns40jd4luox9,0,0,0,0,0,0,2.8322232387178694,0.07661383928571391,5.37370782092537,False,False,False,False,0,4,0.5888888888888889,0.5846938775510203,0.4
prolific,vagifv6u15xfnf6u3kh9vq6r,0,0,0,0,0,0,4.293189257402332,0.11171354166666715,5.990681759888709,False,False,False,False,0,1,0.5555555555555556,0.6759352881698685,0.08888888888888889
prolific,vjt1f5j28jg0m1mme6atp0jt,0,0,0,0,0,0,3.8445173571218834,0.08683928571428587,6.219296079184994,False,False,False,False,0,1,0.3333333333333333,0.0655172413793104,0.5444444444444444
prolific,w2mr1qy43bjo0tukpzsj8bem,0,0,0,0,0,0,4.689111870372221,0.12756150793650822,7.135312746577904,False,False,False,False,0,1,0.5666666666666667,0.4116161616161618,0.28888888888888886
prolific,wbmh5irelure1ly1hmnbdml3,0,0,0,0,0,0,3.9625368189045225,0.11086458333333349,5.938384441047366,False,False,False,False,0,1,0.6666666666666666,0.5644067796610173,0.2222222222222222
prolific,wdioev3k4jeqerrhvrwol0tb,0,0,0,0,0,0,6.167253464500929,0.14511780753968273,9.009321930547385,False,False,False,False,0,1,0.5333333333333333,0.7294832826747726,0.36666666666666664
prolific,wff878hbkprp629llodp0m48,0,0,0,0,0,0,4.18059914455013,0.12110813492063478,6.0165768524164704,False,False,False,False,0,1,0.6111111111111112,0.4024266936299292,0.14444444444444443
prolific,wlj16w5ezr0c3vxwa8kpkei4,0,0,0,0,0,0,5.818783304595045,0.12826636904761904,6.812971026465822,False,False,False,False,0,1,0.5222222222222223,0.4035714285714287,0.15555555555555556
prolific,wqv0k771mdewidtut1vlckwa,0,0,0,0,0,0,4.577644196810073,0.10607366071428569,6.58331615636295,False,False,False,False,0,1,0.6,0.5140332640332643,0.03333333333333333
prolific,wxiwvk4ltgldotcyc6r0r4u2,0,0,0,0,0,0,5.185202392353279,0.11903397817460298,7.705119548412306,False,False,False,False,0,1,0.6,0.716818642350557,0.03333333333333333
prolific,x0141yy1fat9j4de4yerqoeh,0,0,0,0,0,0,5.214020854161809,0.13703125000000013,6.001053533876586,False,False,False,False,0,1,0.6222222222222222,0.5762626262626263,0.0
prolific,x0tr8sfr0g0hf2wcinx2sltl,0,0,0,0,0,0,4.793238777019576,0.11899751984126947,6.341001449469436,False,False,False,False,0,1,0.5777777777777777,0.7669706180344479,0.1
prolific,x9xony0cxtk8q4m0egvrv3p7,0,1,0,0,1,1,5.678302903941937,0.13802281746031742,6.83293005355234,False,False,False,False,0,1,0.6111111111111112,0.7494802494802493,0.044444444444444446
prolific,xd78fudntrmkohbpq9cgjdik,0,0,0,0,0,0,5.959507764329455,0.18160094246031744,9.260675858460976,False,False,False,False,0,1,0.7222222222222222,0.31428571428571406,0.06666666666666667
prolific,xlvutciogdrl2r9g45gz7ldl,0,0,0,0,0,0,6.689844679592365,0.17998239087301562,10.06565491316197,False,False,False,False,0,1,0.37777777777777777,0.2578361981799797,0.022222222222222223
prolific,xmcftp4w2e52rl9zsgzpyrxh,0,0,0,0,0,0,5.37411732719111,0.1335014880952385,6.837178303514631,False,False,False,False,0,1,0.7444444444444445,0.8798850574712643,0.03333333333333333
prolific,xod95zhzmdzosg5eoygdfe35,0,0,0,0,0,0,5.968243481956777,0.1384972718253969,7.833185254473835,False,False,False,False,0,1,0.5333333333333333,0.8647416413373862,0.15555555555555556
prolific,xuoje6vh4hw7rm08jc79muav,0,0,0,1,1,1,5.107548864662982,0.1433246527777774,7.657238437364111,False,False,False,False,0,1,0.6,0.6785345717234261,0.12222222222222222
prolific,xus1hcgd5jscu5yugxpbjjus,0,0,0,0,0,0,5.339678068302263,0.14265500992063515,7.494781115473959,False,False,False,False,0,1,0.4888888888888889,0.7333333333333336,0.044444444444444446
prolific,xvpdzry1jqz4fq3gom48b9c6,0,0,0,0,0,0,4.036975551445545,0.12578472222222262,7.458303298845001,False,False,False,False,0,3,0.6111111111111112,0.1676190476190475,0.1
prolific,y20qesh4on6pf8bl4d8xnfxw,0,0,0,0,0,0,6.37743116157487,0.16187772817460347,7.37923041565221,False,False,False,False,0,1,0.5555555555555556,0.418191056910569,0.05555555555555555
prolific,y8t2sd3dutbsp5rki7byp72x,0,1,0,0,1,1,3.052821643257368,0.0855922619047617,5.869004540830016,False,False,False,False,0,1,0.5555555555555556,0.6732723577235776,0.34444444444444444
prolific,yfnacg4i0v7jifyfakxjbd1q,0,0,0,0,0,0,4.7510177376197635,0.11717460317460295,6.952771202972282,False,False,False,False,0,1,0.34444444444444444,-0.018518518518518517,0.1
prolific,yjylqgzycho9i25v2kjx1lo0,0,0,0,0,0,0,5.178892850943734,0.12453075396825383,6.767992896628333,False,False,False,False,0,1,0.6333333333333333,0.23701298701298693,0.06666666666666667
prolific,ym6mi7m98bwg02h1q56c9brf,0,0,0,0,0,0,4.487582806325558,0.14350793650793636,6.051528764666475,False,False,False,False,0,1,0.5,0.5106060606060607,0.0
prolific,ypz0pdffitn3le2tum2n6vhx,0,0,0,0,0,0,3.998160260588487,0.10499255952380948,6.6173916533190695,False,False,False,False,0,2,0.4,0.14898989898989895,0.24444444444444444
prolific,yrfvdu0d1fl5g8994ej278vz,0,0,0,0,0,0,7.456431542607004,0.17298412698412677,8.823018905401964,False,False,False,False,0,1,0.6777777777777778,0.566137566137566,0.03333333333333333
prolific,yy3a6xvbwcgzufjmpng6wb3d,0,0,0,0,0,0,6.11774295160379,0.12597321428571442,6.819285472731364,False,False,False,False,0,1,0.4777777777777778,0.8409090909090906,0.25555555555555554
prolific,z8a14walv6et4id5gwsv4s7t,0,0,0,0,0,0,3.435726897311884,0.08673437499999986,5.042180540465422,False,False,False,False,0,1,0.6,0.9161255411255412,0.07777777777777778
prolific,zk7jn70yddea3o8731mzpoz6,0,1,0,0,1,1,3.9248504418986556,0.1140600198412697,5.135509291903805,False,False,False,False,0,1,0.4888888888888889,0.02002224694104555,0.1111111111111111
prolific,zoaj7vekc9hzlt1rxkbt1f5h,0,1,0,0,1,1,3.3681465870966996,0.07476041666666655,7.195700721047201,False,False,False,False,0,1,0.6111111111111112,0.09927536231884065,0.2111111111111111
prolific,zs4sf8n0ws77fp0e0a75jflw,0,0,0,0,0,0,6.067264507751055,0.15206894841269877,9.559281114868362,False,False,False,False,0,1,0.6777777777777778,0.30509355509355507,0.011111111111111112
mturk,02rwq76tp9lcye8vrl41llnh,1,1,0,1,3,1,7.146016821287551,0.17278918650793632,9.716071339364982,False,False,False,False,0,5,0.3888888888888889,0.5374220374220375,0.1
mturk,0a8zkiu9rpf0mxo0h9ecdyzh,0,0,0,0,0,0,5.743994277486256,0.14142286706349216,8.02001575682442,False,False,False,False,0,1,0.7666666666666667,0.9097693351424696,0.03333333333333333
mturk,0g4fx9g2wryeio74yzgqwpq8,0,0,0,0,0,0,2.302112811761975,0.06016145833333338,4.418713606031071,False,False,False,False,0,1,0.7222222222222222,0.6249999999999998,0.18888888888888888
mturk,0k1tzkzdb7dvx6z9q0nyovde,0,0,0,0,0,0,2.5366600184644823,0.060170138888888974,5.006736202458275,False,False,False,False,0,1,0.6555555555555556,0.3846153846153849,0.044444444444444446
mturk,0lq9i4x81dgnwglgvgnh34rj,0,0,0,0,0,0,1.7971189014988784,0.05359722222222281,4.753823230681116,False,False,False,False,0,1,0.6666666666666666,0.4512061403508772,0.07777777777777778
mturk,0piu71owxiz9tgsitq7ktqh6,1,1,0,0,2,1,5.761402777954052,0.1298385416666667,8.033706629091407,False,False,False,False,0,1,0.5888888888888889,0.981132075471698,0.25555555555555554
mturk,19h68mzzzd51m1ysm4jbmlml,1,1,0,0,2,1,6.406007376572456,0.13600868055555546,8.1894439595102,False,True,False,False,1,4,0.6444444444444445,0.8045073375262056,0.12222222222222222
mturk,1bkivj7fl2s7bnshyc0xs9xo,1,1,0,0,2,1,5.310263596900189,0.13919320436507962,7.989804627289036,True,True,False,False,2,4,0.6555555555555556,0.8214682981090096,0.2222222222222222
mturk,1dhmst23cwb07eov3r1qc7i1,0,1,1,0,2,1,4.771192520011273,0.11139260912698427,6.940960758595511,False,False,False,False,0,6,0.4444444444444444,0.3170731707317072,0.07777777777777778
mturk,1emkh8fj8n8ujo3jfrrswpna,0,0,0,0,0,0,5.498377574911755,0.14416790674603197,7.153896616638364,False,False,False,False,0,1,0.6222222222222222,0.7894736842105263,0.044444444444444446
mturk,1gzcp8taimbcpvzulsjo6w7a,0,1,0,0,1,1,4.196104093519248,0.1096215277777777,5.4101572483685585,False,False,False,False,0,1,0.6444444444444445,0.8310344827586208,0.26666666666666666
mturk,1h67fnjgm45dzniy6y91vld7,0,0,0,0,0,0,5.105477147753186,0.1387103174603177,7.112134534475996,False,False,False,False,0,1,0.7333333333333333,0.5397316821465427,0.15555555555555556
mturk,1ujw1gehpdx2ufvvvly3gx69,0,0,0,0,0,0,2.475592204184507,0.06484325396825412,5.804638303204075,False,False,False,False,0,1,0.7222222222222222,0.25000000000000006,0.022222222222222223
mturk,1ww0gs6eyl6uksonzztb0ezu,0,0,0,0,0,0,2.469574030970215,0.10094047619047525,5.909544262919126,False,False,False,False,0,2,0.5333333333333333,0.34771309771309783,0.07777777777777778
mturk,26drsd0sb4o6mw8hh3db4y8y,0,0,0,0,0,0,3.073444938874439,0.08071874999999987,7.58490163489284,False,False,False,False,0,18,0.6555555555555556,0.8977987421383649,0.2777777777777778
mturk,2gbv6cbysitn0o9t9m53f3xi,0,0,0,0,0,0,3.4517702470159883,0.07995436507936536,5.4690792996918365,False,False,False,False,0,1,0.6111111111111112,0.27906976744186035,0.011111111111111112
mturk,2j7koq5arntmjpvv38xf6g5x,1,1,0,0,2,1,5.362949612661321,0.10994072420634923,7.3835213306507494,False,True,False,False,1,5,0.7222222222222222,0.7673076923076924,0.1
mturk,2l792wi6dr04cwnd2lxldsg3,0,0,0,0,0,0,1.5347866075260255,0.05355555555555637,3.975190368010629,False,False,False,False,0,1,0.5333333333333333,0.2631578947368421,0.044444444444444446
mturk,2n2791gfw1ojwu32i7nsvght,0,0,0,0,0,0,3.6185750022138063,0.08967311507936473,6.872146607896107,False,False,False,False,0,1,0.5222222222222223,0.5277777777777779,0.14444444444444443
mturk,2tbdv5xl54zpvqubll7hx9xl,1,1,1,0,3,1,7.041362660518191,0.16840054563492074,9.082924606676773,False,False,False,False,0,4,0.5444444444444444,0.7285136501516684,0.3
mturk,381z8zb2qt43qj83bpagb37k,1,1,0,1,3,1,6.398365459474425,0.14579538690476193,7.207257031223037,False,False,False,False,0,3,0.6,0.7663265306122448,0.1
mturk,3h1i9f440aazwely8ptjns7x,0,0,0,0,0,0,3.272254138926086,0.0756889880952382,4.840778734904986,False,False,False,False,0,1,0.7666666666666667,0.5641025641025641,0.5111111111111111
mturk,3h34cgrzlp4wtlx1eo4tv73k,0,0,0,0,0,0,1.754380593401967,0.04715228174603146,4.7416835774082084,False,False,False,False,0,1,0.6111111111111112,0.8414141414141415,0.03333333333333333
mturk,3xzn2gdh051u5slem3dme6y4,0,0,0,0,0,0,5.612871239262636,0.15167237103174622,8.103477836377019,False,False,False,False,0,1,0.6333333333333333,0.7441860465116276,0.1
mturk,48kl2yj4bk3oit3lc8y2c8qf,1,1,0,1,3,1,7.93388010361496,0.1938390376984125,9.622935611418718,False,True,False,False,1,15,0.4111111111111111,0.10205128205128199,0.08888888888888889
mturk,49siubkt857w9wa5ym6zyrss,0,0,0,0,0,0,4.397564359445434,0.11797743055555573,7.160618253507075,False,False,False,False,0,2,0.5444444444444444,0.9137755102040812,0.3888888888888889
mturk,5ia4n00eepgph445l075pzvt,0,0,0,0,0,0,4.884855764349632,0.11520138888888891,7.353731939171887,False,False,False,False,0,1,0.6555555555555556,0.3459893048128344,0.0
mturk,5lc5w8l31px66g93vfq2rlcg,1,1,0,0,2,1,7.735023438123482,0.20806448412698422,9.206414629513597,False,False,False,False,0,7,0.28888888888888886,-0.03250773993808056,0.15555555555555556
mturk,5lukl1r5qtcpaaxcy1z4k2pb,0,0,0,0,0,0,2.142984269688272,0.053642361111111286,4.349541089686993,False,False,False,False,0,1,0.6666666666666666,0.4750519750519752,0.06666666666666667
mturk,5sg7gnocyd7oke5w09iyjmkw,0,0,0,0,0,0,4.085829135669572,0.10861706349206363,7.122434059560562,False,False,False,False,0,1,0.4222222222222222,0.17333333333333326,0.26666666666666666
mturk,5vfsoys60vdnkpwg6eycknxs,0,0,0,0,0,0,4.765608662746379,0.11812450396825387,6.899694236421595,False,False,False,False,0,1,0.7444444444444445,0.33333333333333365,0.07777777777777778
mturk,6anblbfay00uf1lrjuvta75s,0,1,0,0,1,1,5.868893991825942,0.1397566964285715,8.304942821941854,False,False,False,False,0,1,0.6111111111111112,0.729230769230769,0.4
mturk,6ddzcn9af3ba6dv3c91n5enx,0,0,0,0,0,0,2.4118678445699873,0.07247767857142763,5.203678801045025,False,False,False,False,0,1,0.4444444444444444,0.47091836734693904,0.011111111111111112
mturk,6ebn8yjdbepfbi3vshim0fa4,0,0,0,0,0,0,5.447588128776536,0.10661979166666671,6.950745662150715,False,False,False,False,0,1,0.4444444444444444,0.29308565531475733,0.05555555555555555
mturk,6g0smxt28qc8rof31hj311l7,0,0,0,0,0,0,3.057604543695999,0.07657787698412659,6.056462406851857,False,True,False,False,1,1,0.6777777777777778,0.5441025641025639,0.08888888888888889
mturk,6kf2nrcsp1vlkc4ognfrvlg6,0,0,0,0,0,0,5.546609154570813,0.11781473214285727,7.8027976085909065,False,False,False,False,0,1,0.5555555555555556,0.6339737108190093,0.12222222222222222
mturk,6o83uqmv0frbft9n0ojoh68u,1,1,1,0,3,1,8.30615723515646,0.22057762896825425,10.555786800370635,False,False,False,False,0,19,0.4666666666666667,0.4336372847011145,0.26666666666666666
mturk,6tsrpsayz54lw11oc7xqro8j,0,0,0,0,0,0,6.407217554338999,0.171172619047619,8.852718176543034,False,False,False,False,0,6,0.5111111111111111,0.6348717948717947,0.08888888888888889
mturk,6u3el0wrisrdbl98ibq0opof,0,0,0,0,0,0,2.125972989028571,0.10943402777777822,7.988387952535923,False,False,False,False,0,1,0.6,0.9341836734693878,0.23333333333333334
mturk,6xcrpdfmw33oggfcpop84jjc,0,0,0,0,0,0,6.98443882025731,0.1946339285714283,10.517111717966507,False,False,False,False,0,1,0.6,0.3636363636363636,0.011111111111111112
mturk,71r198qbputz56vycr57vwrj,0,0,0,0,0,0,4.180851871542383,0.10124900793650814,5.835799695531708,False,False,False,False,0,1,0.6111111111111112,0.5500000000000002,0.1
mturk,76znet129fvrpj732mz2wfkx,1,1,0,0,2,1,5.253233364826962,0.1266187996031749,7.784021530711522,False,True,False,True,2,34,0.28888888888888886,-0.07949561403508783,0.36666666666666664
mturk,79wkgbbalgknlalvcbuej04n,0,0,0,0,0,0,3.010066337769075,0.0785213293650796,5.895339183579661,False,False,False,False,0,1,0.37777777777777777,0.3448275862068966,0.08888888888888889
mturk,7c2n6irhszcuommpxijsqo0m,0,0,0,0,0,0,4.606259704092939,0.11058159722222237,6.6628729730246565,False,False,False,False,0,1,0.5,0.5762626262626261,0.32222222222222224
mturk,8268uvon5c4wg6cqy7jsgya1,0,0,0,0,0,0,4.79167067173022,0.1372070932539684,6.062588601091694,False,False,False,False,0,1,0.7555555555555555,0.4687500000000002,0.022222222222222223
mturk,8bis5casr4mjnn033kaxc4a9,0,0,0,0,0,0,4.90264402257145,0.16683680555555536,8.840191013868534,False,False,False,False,0,1,0.8111111111111111,0.4482758620689656,0.4666666666666667
mturk,8gms1x5mpu3zq71ytb9tjrss,0,0,0,0,0,0,2.012172233747135,0.060291666666665876,4.948006708453204,False,False,False,False,0,1,0.5666666666666667,0.5,0.12222222222222222
mturk,8jsbtrhsjtr1f1g26cw3ybge,0,0,0,0,0,0,1.2554823251787535,0.03545833333333326,3.5433715537656774,False,False,False,False,0,1,0.3333333333333333,0.0582120582120582,0.5111111111111111
mturk,8mn0ti7z45rkqyclbp3bkuox,0,0,0,0,0,0,4.576935974719494,0.09621577380952397,7.811247374670611,False,False,False,False,0,1,0.6111111111111112,0.43243243243243257,0.5333333333333333
mturk,984rqmge2ibnb6ry6iy9u0zo,1,1,0,0,2,1,7.186215084725176,0.1844213789682537,9.232109522530951,False,True,False,False,1,8,0.4666666666666667,0.4679878048780487,0.34444444444444444
mturk,9bx9aapx2af3ya9iqbfycexr,0,1,0,0,1,1,4.701448298350112,0.1213407738095247,9.163197956066869,False,False,False,False,0,1,0.4777777777777778,0.43979591836734677,0.1
mturk,9x3grmi9fq74uxr3ub097epz,0,0,0,0,0,0,3.5473560610812553,0.1238142361111107,5.460112762246353,False,False,False,False,0,1,0.7333333333333333,0.34375000000000017,0.1111111111111111
mturk,aov6xe6od75nt5353uwbsp77,0,0,0,0,0,0,4.860324764513844,0.12236631944444469,6.225373333549581,False,False,False,False,0,1,0.5666666666666667,0.5345528455284552,0.03333333333333333
mturk,avr04c4gt8kmeq5i2jiisiyh,0,0,0,0,0,0,4.9683866895332365,0.1257519841269841,6.316392358285393,False,False,False,False,0,1,0.6444444444444445,0.41463414634146356,0.022222222222222223
mturk,avuxpoyolfbqqsskoym8iwxk,0,0,0,0,0,0,4.470792449557223,0.10860292658730172,5.818333719838095,False,False,False,False,0,1,0.5333333333333333,0.12941787941787947,0.08888888888888889
mturk,aw0v60s7vif90ifki5jvje15,1,1,1,0,3,1,7.467990656260197,0.20158308531746055,10.670742053036163,False,True,False,False,1,20,0.3333333333333333,-0.16271186440677957,0.28888888888888886
mturk,ayqvxud8iyhd449mhjpztndy,0,0,0,0,0,0,6.887544609767705,0.1663492063492066,8.72216272120324,False,False,False,False,0,1,0.5888888888888889,0.5297435897435899,0.16666666666666666
mturk,bgdjjadiljq5gtg3zd419eif,0,0,0,0,0,0,3.094737164296806,0.07952951388888871,5.153973458580304,False,False,False,False,0,1,0.6777777777777778,0.29057971014492767,0.022222222222222223
mturk,bhoyosccpd9jwnfuwpgla7cg,0,0,0,0,0,0,5.736842314932007,0.12980778769841256,10.360650241350596,False,False,False,False,0,1,0.37777777777777777,0.06707317073170731,0.3
mturk,borpj9kwayuoawc2db7wbyxj,0,1,0,0,1,1,0.9724514629072173,0.03264930555555532,3.118206392459848,False,True,False,False,1,1,0.5777777777777777,0.711734693877551,0.3
mturk,cdbeog6cjz4lt4fk2fsw9a6d,0,0,0,0,0,0,4.282021542872544,0.10562326388888968,7.158858693091679,False,False,False,False,0,1,0.7111111111111111,0.23529411764705893,0.011111111111111112
mturk,cdx4de9mp88efzq0p2e2hq41,0,0,0,0,0,0,3.7143229575685774,0.08845982142857128,6.06570924870085,False,False,False,False,0,1,0.4666666666666667,0.42924528301886805,0.08888888888888889
mturk,clm0rwz7njx098ktz0rq6tzj,0,0,0,0,0,0,0.9402267452443034,0.049764880952381275,7.100701842553219,False,False,False,False,0,1,0.5,0.5282828282828285,0.15555555555555556
mturk,ctnvg9z0u302ddk5abjypszu,0,0,0,0,0,0,4.719623947280999,0.11292658730158799,6.538633081232145,False,False,False,False,0,1,0.7,0.4163841807909603,0.43333333333333335
mturk,cweobvm4evs54h8932qi6kqj,0,0,0,0,0,0,6.274866876294762,0.17099702380952372,9.484217508837055,False,False,False,False,0,4,0.43333333333333335,0.20909090909090908,0.05555555555555555
mturk,cwjn0tx0m76gm35d8f4jnxrq,0,0,0,0,0,0,3.183413262618769,0.07707266865079394,6.079255680922435,False,False,False,False,0,1,0.6444444444444445,0.4,0.3
mturk,czs7a87g24y6q0hq4ygiyrrl,0,0,0,0,0,0,1.3862943611198906,0.027583333333333404,4.70673438246841,False,False,False,False,0,1,0.6444444444444445,0.5178197064989519,0.044444444444444446
mturk,d535ylen0c8wkaigri45rrml,0,0,0,0,0,0,1.6553595676076889,0.04707638888888871,4.545549509275637,False,False,False,False,0,1,0.6555555555555556,0.35745614035087725,0.14444444444444443
mturk,dbuiumbyfl1ma1h69ta20xw8,0,0,0,0,0,0,4.085395428153516,0.09146974206349198,5.421747960038788,False,False,False,False,0,1,0.4111111111111111,0.3469387755102042,0.05555555555555555
mturk,deuoj5f7ihyov9fdc56skfam,1,1,1,1,4,1,4.521581895692443,0.09641989087301604,7.266369992179543,False,True,False,True,2,1,0.5888888888888889,0.5894308943089431,0.08888888888888889
mturk,dhdxn5ir5mjb94yjprcgwago,0,0,0,0,0,0,1.6655986434671626,0.04734722222222181,3.6390232454525067,False,False,False,False,0,1,0.4666666666666667,0.4255319148936172,0.03333333333333333
mturk,dkfxcqyznu2etu3ycixgpuct,0,0,0,0,0,0,4.092427849130392,0.10058978174603186,5.942229756367567,False,False,False,False,0,1,0.6222222222222222,0.20748987854251003,0.05555555555555555
mturk,e1zp3dh9u2801k50qm9h97c1,1,1,0,1,3,1,7.920776527173979,0.1947194940476187,10.290165487194528,False,True,True,False,2,1,0.6111111111111112,0.6750000000000002,0.4222222222222222
