platform,subject,gad7-infreq,7u7d-infreq,bisbas-infreq,shaps-infreq,infreq,infreq-any,entropy,reliability,mahalanobis,gad7-rt,7u7d-rt,bisbas-rt,shaps-rt,reading,n_loops,accuracy,wsls,rt
prolific,9s73oel30gm6y0mvrbrhg5sl,0,0,0,0,0,0,4.6852969008891865,0.1471458333333334,7.452074959363384,False,False,False,False,0,1,0.6555555555555556,0.5366876310272536,0.03333333333333333
prolific,a2v38wfhjdt19iwmixx5ubbn,0,0,0,0,0,0,4.584957649571547,0.12219518849206348,7.099516218381657,False,False,False,False,0,1,0.7333333333333333,-0.11363636363636348,0.08888888888888889
prolific,a4sq9uovavhzmy3ugpw14nes,0,0,0,0,0,0,4.221857736916456,0.15112450396825333,7.354531879771416,False,False,False,False,0,1,0.5,0.32499999999999996,0.26666666666666666
prolific,acyid5qbf3sxlj6irj8rue2i,0,1,0,0,1,1,5.029448479691599,0.13025545634920646,8.552509154872073,False,False,False,False,0,1,0.43333333333333335,0.2792207792207792,0.15555555555555556
prolific,adledzgxw4grcbjza71kl0bz,0,0,0,1,1,1,4.68710771765218,0.1206579861111109,7.306529031107873,False,False,False,False,0,1,0.6333333333333333,0.7397186147186146,0.011111111111111112
prolific,as4opn0p6i53xieis0t6eqgj,0,0,0,0,0,0,5.083917040311251,0.15671825396825384,7.079926244629802,False,False,False,False,0,1,0.6111111111111112,0.7759358288770056,0.044444444444444446
prolific,aw52ysj006w4svfzx022ho6a,0,1,0,0,1,1,6.7610686169841125,0.18792509920634926,7.63820466218932,False,False,False,False,0,1,0.6888888888888889,0.9642857142857142,0.15555555555555556
prolific,b50ed6wgqvfuz39mn3dw9s5i,0,0,0,0,0,0,3.1816225446056983,0.07200223214285721,6.165916207747766,False,False,False,False,0,1,0.6777777777777778,0.2903225806451611,0.03333333333333333
prolific,b6ntfmchp7gcv2hhdnmy8dcx,0,0,0,0,0,0,4.9247884982375485,0.12678224206349223,6.069242502225114,False,False,False,False,0,1,0.5111111111111111,0.6458333333333331,0.1
prolific,bd1lnrnygthu88n7uhqouupu,0,0,0,0,0,0,3.173394603339032,0.0844236111111113,5.2305257439391495,False,False,False,False,0,1,0.6555555555555556,0.36842105263157904,0.07777777777777778
prolific,bgdbxmyihscd8j5yck7zpncx,0,0,0,0,0,0,4.900896965020799,0.12167584325396755,5.878868845514729,False,False,False,False,0,1,0.4444444444444444,0.32456140350877194,0.05555555555555555
prolific,bglkgiekgvpk66wserkvszvn,0,0,0,0,0,0,4.078045339451327,0.10135863095238093,5.7823220345573265,False,False,False,False,0,1,0.7222222222222222,0.9310344827586207,0.14444444444444443
prolific,bpx7zoh3jy0thvu8qzq8lf0w,0,0,0,0,0,0,2.85420888052131,0.08880729166666616,4.434400407766445,False,False,False,False,0,1,0.6555555555555556,0.5274122807017544,0.3
prolific,brbcu0xzd02uqsem1xrt52wr,0,0,0,0,0,0,3.935486737566224,0.10263814484126979,5.084697531443919,False,False,False,False,0,1,0.7333333333333333,0.49999999999999983,0.06666666666666667
prolific,bzkr2dox2xt1y9h4s7wpssde,0,0,0,0,0,0,3.2643251988097193,0.0939164186507934,5.099465581074166,False,False,False,False,0,1,0.6555555555555556,0.9714285714285714,0.16666666666666666
prolific,c0vajovs4eeyqef7vqaq0ae3,0,0,0,0,0,0,5.326214211868608,0.1159042658730159,8.239970687368421,False,False,False,False,0,1,0.5444444444444444,0.619022869022869,0.011111111111111112
prolific,clbuh3a2585h6gnz793fuy9c,0,0,0,0,0,0,5.288131122366275,0.12240128968253977,7.601972029196408,False,False,False,False,0,1,0.5555555555555556,0.2049266247379456,0.03333333333333333
prolific,cng3i38r1jvcidbz5s9p6pw8,0,0,0,0,0,0,2.673984550340829,0.06399702380952349,5.02509497729062,False,False,False,False,0,1,0.5,0.6986584107327142,0.16666666666666666
prolific,cwgfb4shdtmzip7h3libx8if,0,0,0,0,0,0,5.37475679381015,0.11744444444444481,6.575307853291438,False,False,False,False,0,1,0.45555555555555555,0.5959183673469384,0.13333333333333333
prolific,cyf4lwt71hzndc26n3gok5gn,0,0,0,0,0,0,3.696914457100782,0.0995967261904762,5.8316113963067595,False,False,False,False,0,1,0.5222222222222223,0.4241658240647119,0.13333333333333333
prolific,d4kdo4b2j6sp5t7p2c7ay6u2,0,0,0,0,0,0,4.251159171396,0.1434047619047623,7.341877169258784,False,False,False,False,0,2,0.6555555555555556,0.9199561403508771,0.022222222222222223
prolific,d548x9pit2z980gmf8mcce2g,0,0,0,1,1,1,5.0743931684151224,0.1247596726190474,6.191315281794596,False,False,False,False,0,1,0.6111111111111112,0.861497326203209,0.07777777777777778
prolific,d9hniznzrxs4dgpe5u2oh4gp,0,0,0,0,0,0,4.828533754366984,0.12351364087301578,5.888592867938921,False,False,False,False,0,1,0.7111111111111111,0.42424242424242425,0.15555555555555556
prolific,ddmw598i3zvxrzwq9tinro14,0,1,0,0,1,1,4.4815629442789175,0.11899801587301591,7.363934082720879,False,False,False,False,0,1,0.6,0.29545454545454536,0.23333333333333334
prolific,dduz8pfhwdmhubex0xukns3v,0,0,0,0,0,0,6.037256042462716,0.13473263888888898,7.8487559888904155,False,False,False,False,0,1,0.6777777777777778,0.732456140350877,0.08888888888888889
prolific,dfr3ft3vadd2ecq1pqhkiiid,0,0,0,0,0,0,4.680261924540586,0.1042222222222222,7.304313581520121,False,False,False,False,0,1,0.5777777777777777,0.7301020408163265,0.044444444444444446
prolific,drsp05u7fyun1p5gbhu3a7r9,0,0,0,0,0,0,4.65239393163358,0.10257242063492092,7.327215270072076,False,False,False,False,0,1,0.5333333333333333,0.8463094034378161,0.28888888888888886
prolific,dz9dqzx96f5jbaaue75gaip4,0,0,0,0,0,0,6.084275788410756,0.17375644841269886,9.135653388969272,False,False,False,False,0,1,0.4111111111111111,0.237082066869301,0.32222222222222224
prolific,e0nvk8pb717u3eqm3wsl2gkf,0,0,0,0,0,0,6.082286484049159,0.19137524801587336,10.122342605453017,False,False,False,False,0,1,0.5,0.6626016260162597,0.2777777777777778
prolific,ef4f7206jrf8matkgc345hmc,0,0,0,0,0,0,5.101325540779047,0.1263137400793655,5.958894156068577,False,False,False,False,0,1,0.6111111111111112,0.4186046511627908,0.2
prolific,ehwkf4wl2iz2imaw3cx7ysx3,0,0,0,0,0,0,4.350258274449212,0.13696279761904762,5.730821689308345,False,False,False,False,0,1,0.6888888888888889,0.5128205128205128,0.022222222222222223
prolific,emabcgvxonq2ef9by0gz9zgi,0,0,0,0,0,0,6.714238168485078,0.1513172123015873,8.130822717420065,False,False,False,False,0,1,0.4111111111111111,0.6459183673469387,0.022222222222222223
prolific,evqas6s8izco827tpqjvoxcj,0,0,0,0,0,0,4.5456986783287565,0.09663392857142881,6.0879096627841465,False,False,False,False,0,1,0.6666666666666666,0.9161184210526316,0.011111111111111112
prolific,f9xjoighh0qfwmm86mqyv5f5,0,0,0,0,0,0,2.942632902933302,0.0977182539682535,7.502255937383701,False,False,False,False,0,1,0.6111111111111112,0.4486772486772485,0.36666666666666664
prolific,ff6kgadu0qjiwk84rukj1h84,0,1,0,0,1,1,5.0122325885617585,0.15629861111111115,8.653632947354469,False,False,False,False,0,1,0.32222222222222224,0.1487179487179487,0.16666666666666666
prolific,fiqso5uscn2zlqereap76xmw,0,0,0,0,0,0,5.565792723267963,0.14768675595238098,7.250639621713379,False,False,False,False,0,1,0.5222222222222223,0.474593495934959,0.13333333333333333
prolific,fuqsuj8ayzevglbwkk56ps6r,0,1,0,1,2,1,7.991951186855538,0.21334449404761863,10.676194351407997,False,True,False,False,1,1,0.6333333333333333,0.9091836734693874,0.1111111111111111
prolific,g5eqvctv9id6b9ptz7kpkpcs,0,0,0,0,0,0,4.8071852392679535,0.133507688492064,6.841394943587627,False,False,False,False,0,1,0.6777777777777778,0.5526315789473681,0.022222222222222223
prolific,gg3va1kde4m54v1ewawz8bo7,0,0,0,0,0,0,3.3054850652066206,0.09726140873015901,5.237012213343716,False,False,False,False,0,2,0.6666666666666666,0.5128205128205129,0.07777777777777778
prolific,gm54uazasq1wwy757lnxv8a7,0,0,0,0,0,0,6.24923089922299,0.19094345238095214,9.767939236049026,False,False,False,False,0,1,0.6222222222222222,0.8070175438596496,0.05555555555555555
prolific,grkd2z4k0wsugzpaadomco2b,0,0,0,0,0,0,5.569584050249431,0.14256001984127,7.238788945357863,False,False,False,False,0,1,0.6444444444444445,0.4342245989304815,0.18888888888888888
prolific,gt2taip1p76tvaqyb4294t47,0,0,0,0,0,0,3.9934068233361133,0.10267733134920659,6.7275455359171925,False,False,False,False,0,1,0.6555555555555556,0.3684491978609628,0.1
prolific,h3s7f80w8xa29f1pe7wotkx8,0,0,0,0,0,0,5.223955572848983,0.1214799107142864,6.678316473453932,False,False,False,False,0,1,0.4777777777777778,0.42467138523761394,0.1111111111111111
prolific,h5hs7yvdwt3561x7r3lb2ic3,0,0,0,0,0,0,5.849742238784908,0.1579774305555554,7.907280957638207,False,False,False,False,0,1,0.45555555555555555,0.3025510204081633,0.5
prolific,hhlynjf4hzepmv9w0mbcxqr6,0,0,0,0,0,0,5.125596831749818,0.1253112599206352,8.563940196663532,False,False,False,False,0,4,0.5333333333333333,0.5924242424242426,0.1
prolific,hrbrgwqw7co5zozydcd3fgrz,0,0,0,0,0,0,6.242245446135382,0.14912946428571444,8.293958681179216,False,False,False,False,0,1,0.6666666666666666,0.8285714285714281,0.022222222222222223
prolific,i0ugmx5o8r0kmwjzjg0izrr6,0,0,0,0,0,0,5.0039483576184285,0.12732390873015903,8.58757846119212,False,False,False,False,0,1,0.6222222222222222,0.8818369453044375,0.05555555555555555
prolific,i25gjxbngzv1icp6foea9h68,0,0,0,0,0,0,1.6655986434671626,0.0473611111111107,3.1653708801875773,False,False,False,False,0,1,0.6666666666666666,0.7012061403508772,0.13333333333333333
prolific,i6affm1b3nhuvqtt5axqrbx9,0,0,0,0,0,0,5.2750963013968315,0.13427356150793607,7.948033248664377,False,False,False,False,0,2,0.4111111111111111,0.4090447154471543,0.4222222222222222
prolific,i7go7bwvda0otq6epxskd21k,0,0,0,0,0,0,4.737449841843624,0.11670535714285721,7.369765192888226,False,False,False,False,0,3,0.5777777777777777,0.6833333333333339,0.15555555555555556
prolific,ii6vjnrw5osveykviroi5sjs,0,0,0,0,0,0,3.9342754111668348,0.09412450396825398,6.8005503955017925,False,False,False,False,0,8,0.6888888888888889,0.34565217391304365,0.28888888888888886
prolific,jakm2wy22dv5pig2gfe7sip6,0,0,0,1,1,1,4.434735300357204,0.10638120039682497,5.937528203927594,False,False,False,False,0,1,0.6444444444444445,0.934358974358974,0.044444444444444446
prolific,jenzwgz5xzbpfou39t519cbq,0,0,0,0,0,0,5.151803984631783,0.1126755952380953,7.0055607497711465,False,False,False,False,0,1,0.5888888888888889,0.5924796747967478,0.05555555555555555
prolific,jfvqy4bcxgd0018eo9v0aemz,0,0,0,0,0,0,5.771983975226741,0.12530307539682564,7.445551866119791,False,False,False,False,0,1,0.6555555555555556,0.37931034482758647,0.4888888888888889
prolific,jnabdy80h0q1gk2nwhrpcq4c,0,0,0,0,0,0,3.487645764609925,0.07381076388888957,5.758374002173609,False,False,False,False,0,1,0.7333333333333333,0.3700209643605872,0.0
prolific,jpjqotrhlpgroq452sz8q1pp,0,0,0,0,0,0,3.5669481541933004,0.09986011904761934,7.168392734528943,False,False,False,False,0,6,0.6444444444444445,0.9295918367346939,0.25555555555555554
prolific,jsiz28uvujubuu9fh299yt2x,0,0,0,0,0,0,3.3146421524552316,0.08893824404761912,6.241318141668419,False,False,False,False,0,1,0.6888888888888889,0.5461624026696328,0.1
prolific,jsqd8nqe3yz1wf39o073cupk,0,0,0,0,0,0,4.2754099842053295,0.11300967261904642,6.540717242158237,False,False,False,False,0,1,0.7222222222222222,0.22358175750834253,0.1111111111111111
prolific,jwf8igqmhrzi0d5auaw283ge,0,0,0,0,0,0,4.286096221220595,0.10979712301587351,6.91182611012757,False,False,False,False,0,1,0.5555555555555556,0.36220871327254317,0.16666666666666666
prolific,k20lt88h187bwdhylafnqt2u,0,0,0,0,0,0,3.7714437753445527,0.08882192460317472,5.454977687709619,False,False,False,False,0,1,0.5333333333333333,0.4171717171717173,0.1
prolific,k4r8vpzt3fw549gr1ud5u95y,0,0,0,0,0,0,3.9396301713858137,0.09491071428571503,5.927428627819439,False,False,False,False,0,2,0.5666666666666667,0.8143589743589742,0.28888888888888886
prolific,k9loevk12co5ni85iv4n1nhy,0,0,0,0,0,0,4.595402991845635,0.12257266865079373,6.20298804400301,False,False,False,False,0,1,0.4777777777777778,0.44973544973544965,0.18888888888888888
prolific,ko9z51q0qculkdsls68k4ph7,0,0,0,0,0,0,2.5745073783659436,0.0875312499999999,5.077272324171504,False,False,False,False,0,1,0.5111111111111111,0.41767676767676754,0.17777777777777778
prolific,kwiconcwj088eqixqr19bdvk,0,0,0,0,0,0,4.033288263806563,0.08346527777777768,6.913385081180177,False,False,False,False,0,1,0.4888888888888889,0.5309959349593492,0.022222222222222223
prolific,l3dgmgy4ntgblrflll7epil4,0,1,0,0,1,1,5.103694602894667,0.14073933531746022,6.558913952039727,False,False,False,False,0,1,0.7333333333333333,0.5023894862604543,0.37777777777777777
prolific,lfefipdfxe5vmdz550ub6rab,0,0,0,0,0,0,3.3712162383478512,0.09211284722222197,5.516683061638001,False,False,False,False,0,1,0.5333333333333333,0.3761375126390293,0.16666666666666666
prolific,lhrpsrhtf4ubnk9dev13a55u,0,0,0,0,0,0,6.710901175413862,0.15728397817460316,8.416637157420274,False,False,False,False,0,1,0.5222222222222223,0.4422084623323015,0.03333333333333333
prolific,ln0nrlca6tvkni2ac7xi7h7p,0,0,0,0,0,0,2.969547770594216,0.10642460317460342,5.151370427758952,False,False,False,False,0,1,0.6666666666666666,0.1361788617886179,0.022222222222222223
prolific,m1nml3stwvbiv4tyez8791cz,0,0,0,0,0,0,3.3039862227004324,0.06862425595238068,5.744788479154786,False,False,False,False,0,1,0.7444444444444445,0.6774193548387096,0.011111111111111112
prolific,m2d9cakvpjzfvssrwsue1l8x,0,0,0,0,0,0,4.110757355313455,0.10746031746031737,7.370585450000928,False,False,False,False,0,1,0.7,0.7359307359307359,0.1
prolific,m4wzuj1s8ja9agm0qoc2xj95,0,0,0,0,0,0,6.4456291081778865,0.1540850694444444,7.693064452608815,False,False,False,False,0,1,0.6666666666666666,0.8815350389321465,0.1
prolific,mg7hs29j7m7upg6e67lt7xnc,0,0,0,0,0,0,3.484840190400929,0.08372172619047652,5.415810208659564,False,False,False,False,0,1,0.5666666666666667,0.48988877654196167,0.16666666666666666
prolific,miokf3xp31sodz9fu1ooo8rv,0,0,0,0,0,0,4.961903656784283,0.13207316468253932,6.25349315823583,False,False,False,False,0,2,0.5,0.4,0.4666666666666667
prolific,mkx1kg37cbbam013vv3o4d5n,0,0,0,0,0,0,3.757061265665489,0.10481398809523779,6.848737518790955,False,False,False,False,0,1,0.7777777777777778,0.6785714285714288,0.03333333333333333
prolific,ml99dlvnxomrv0ljb817mo1s,0,0,0,0,0,0,5.795112187958033,0.13364186507936518,7.4412249113139985,False,False,False,False,0,2,0.6666666666666666,0.6216216216216217,0.3333333333333333
prolific,mn3egk3kcwj6f1iqo6txxdc8,0,0,0,0,0,0,4.630337194443971,0.10631299603174628,6.431347414433706,False,False,False,False,0,1,0.4777777777777778,0.754358974358974,0.05555555555555555
prolific,mw91qbdbkogx67zcyhafmq4o,0,0,0,0,0,0,2.931717264313484,0.0912031249999998,4.227678346937396,False,False,False,False,0,2,0.7111111111111111,0.41320166320166307,0.2111111111111111
prolific,mx811ate6r8f9iz7i54tx8qh,0,0,0,0,0,0,5.121931374342045,0.12786656746031755,7.853267894098195,False,False,False,False,0,1,0.5333333333333333,0.2732323232323232,0.37777777777777777
prolific,mzbjh9jcagvog8amt8gmj6l9,0,0,0,0,0,0,3.4435576187704564,0.08110739087301577,6.332245538340949,False,False,False,False,0,1,0.6555555555555556,0.2577540106951872,0.13333333333333333
prolific,ne5nmyju0k0oi4ez7ql5rkbc,0,0,1,0,1,1,5.823111871123423,0.16108407738095284,8.174769035838215,False,False,False,False,0,1,0.4222222222222222,0.37613751263902917,0.15555555555555556
prolific,neoj5f2tsstve521cz90zd7y,0,1,0,0,1,1,5.551536083162595,0.14119419642857162,7.91369233232807,False,False,False,False,0,1,0.5888888888888889,0.6839916839916838,0.011111111111111112
prolific,o1tws8uglfy7iud0zcdhb0of,0,0,0,0,0,0,5.156351155469542,0.15845535714285702,8.45007692101322,False,False,False,False,0,2,0.4222222222222222,0.6179653679653682,0.2222222222222222
prolific,o6kb7svqlmiv784yyvo82og9,0,0,0,0,0,0,3.33554413994227,0.08775148809523833,5.7464909702101,False,False,False,False,0,1,0.43333333333333335,0.22153846153846146,0.15555555555555556
prolific,obyyqp9qfruwsd0srd1za801,0,0,0,0,0,0,5.880818014874714,0.14833903769841278,6.1442896666525275,False,False,False,False,0,3,0.28888888888888886,0.1273637374860957,0.35555555555555557
prolific,ofrox51pmggtdf039k1xu98q,0,0,0,0,0,0,6.156656461118644,0.14765327380952376,7.314727372435101,False,False,False,False,0,1,0.7888888888888889,0.5714285714285713,0.28888888888888886
prolific,og5eiqhl4ell3pvt7e47zjx1,0,1,0,0,1,1,6.209883724841021,0.15256696428571434,8.796936452362754,False,True,False,False,1,1,0.6,0.47764227642276424,0.4
prolific,ozklnmnvkoeg9rhy7e65pj31,0,0,0,0,0,0,6.11856755093162,0.14977480158730164,8.262842409226005,False,False,False,False,0,1,0.5333333333333333,0.798378926038501,0.05555555555555555
prolific,p63k33kd0va3yr9hsisv7nza,0,0,0,1,1,1,3.6996338137841676,0.10617013888888896,4.712234607387112,False,False,False,False,0,1,0.5444444444444444,0.8897876643073809,0.03333333333333333
prolific,pfs02c9pkgwibojrw7huyt8j,1,1,0,0,2,1,4.696549177000111,0.11402976190476219,7.804418358184672,False,False,False,False,0,1,0.6333333333333333,0.8208556149732623,0.23333333333333334
prolific,pfvcy6m8s0xkkfd9llpty0gt,0,0,0,0,0,0,5.948588117295303,0.14429141865079373,7.88159775686794,False,False,False,False,0,1,0.6444444444444445,0.4651162790697675,0.28888888888888886
prolific,pinf9kszx4wbdkhy5l1hwa6c,0,0,0,0,0,0,4.171602556869716,0.11216865079365099,7.849738242816989,False,False,False,False,0,1,0.5666666666666667,0.7067745197168858,0.2111111111111111
prolific,pj2juz9u4o3412tuhaaon2mx,0,0,0,0,0,0,3.4135086699150516,0.06607192460317464,6.068416188013328,False,False,False,False,0,1,0.7,0.07387387387387394,0.044444444444444446
prolific,pky1krp9005h74sp6c3uzav9,0,0,0,0,0,0,4.506148042109493,0.12593501984127028,7.276060544893719,False,False,False,False,0,2,0.5111111111111111,0.25581395348837216,0.12222222222222222
prolific,po1nb7atf5j4ghhdgotzdk87,0,0,0,1,1,1,4.8995492763111805,0.15968650793650793,7.410275162629613,False,False,False,False,0,1,0.7555555555555555,0.4117647058823532,0.08888888888888889
prolific,prixwwn7ldvehxeuaw036cka,0,0,0,0,0,0,2.8894351023971803,0.06686805555555542,5.158122217711255,False,False,False,False,0,1,0.5444444444444444,0.621443089430894,0.1
