,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
"theta[1,1]",1.1534743686472817,0.012529750181310176,0.7543999377074552,-0.3170314406648251,0.64246796962891,1.18960751104053,1.6622102906037068,2.5644769414283783,3625.087247826696,0.9983989742643263
"theta[2,1]",0.6235911706388096,0.0116476406586584,0.7188519676222582,-0.7785896601323808,0.14048483944435186,0.6460682833994941,1.1107416181459433,1.9887063178074085,3808.9301121505937,0.9985321371910386
"theta[3,1]",1.4073943152263595,0.013011254921907895,0.7275642997866424,-0.048011843343395984,0.899817956503496,1.4272259942453647,1.9082395880490566,2.8010711410491265,3126.830864325557,0.9984577943100408
"theta[4,1]",-0.23498354410068753,0.013229303306423464,0.7822199067339379,-1.7774068816613329,-0.7648452637325347,-0.2090234332161142,0.27189240020741784,1.2747205438873892,3496.099474337354,0.9986864511848588
"theta[5,1]",-1.6056126913277073,0.012794263629698314,0.7325621709232867,-3.064510644892078,-2.1171273809682685,-1.5851910908328726,-1.1045048508216477,-0.24883239620662667,3278.373163016349,0.9982788460161928
"theta[6,1]",0.16456270966151226,0.013050870228668686,0.7361111488626441,-1.287864811719003,-0.31367966646431844,0.16471252240034512,0.6816587351530133,1.5866647440470085,3181.323608100642,0.9985844569755061
"theta[7,1]",-0.755887605860507,0.011697114864312373,0.7004047972689406,-2.1529077400666212,-1.2343832665263905,-0.7470434427450456,-0.27480935725272376,0.5651325090337602,3585.4255977278267,0.9983480345915143
"theta[1,2]",-0.8051589233282109,0.015629635978644245,0.8277544816011906,-2.527530592060768,-1.364891479618945,-0.7989312534022406,-0.25238063014748324,0.8060677728418209,2804.8223222443635,0.9991614240666921
"theta[2,2]",0.19596492366883525,0.011546023545170786,0.7245904799538289,-1.1675291613094072,-0.31133956932030127,0.19730101229006466,0.6888184548095693,1.6341575286937333,3938.4049617565174,0.9990872698086107
"theta[3,2]",1.2192295480686606,0.012569897235991234,0.7425146641570074,-0.23497813423321245,0.7172468250232008,1.2272934727230003,1.71698838817343,2.6713407514634575,3489.3667296745734,0.9994917376673217
"theta[4,2]",0.7586797038186992,0.014300442087513302,0.8180895712415855,-0.8220125157379965,0.19852685837100076,0.7382224468495528,1.2885532381541722,2.3913238522310922,3272.6742980741165,0.9999270465496043
"theta[5,2]",-0.43999632211331785,0.012487687017729461,0.7334802639163726,-1.9021907664520927,-0.9310865452015947,-0.4504703411169624,0.07264573957704923,1.0455426734966724,3449.9504254081157,0.9986159282016416
"theta[6,2]",-0.22329581242294846,0.011903959454805341,0.7291599580723682,-1.6040101654690302,-0.72749997255662,-0.21872286241972067,0.26579562114455424,1.2008841416462976,3751.9992648315733,0.9991482913880451
"theta[7,2]",-0.26325987572014653,0.01107444854940805,0.7011849749340991,-1.5677497402205312,-0.7501300180779766,-0.2725512693955081,0.2048512232739892,1.117579018129016,4008.860862344103,0.9993868302842719
"theta[1,3]",-1.495965401841343,0.03835074211521098,1.3426853960341503,-4.492115799650238,-2.3617439046010205,-1.3595456820751557,-0.5476264302976213,0.8672156282338701,1225.7474147674766,1.0010142621821463
"theta[2,3]",-1.455953290524166,0.04093940031486095,1.4188666524264009,-4.48186481654634,-2.3362608720160294,-1.3197384220184887,-0.42455212878347803,0.9091478231435168,1201.158197877986,1.0028085059714689
"theta[3,3]",-1.3824288634093647,0.03497304429014179,1.3858534816679373,-4.480944428416443,-2.19935843463322,-1.2355943835697811,-0.41715526197492203,0.984301746802932,1570.2462276034917,1.0003970082326485
"theta[4,3]",0.5613295064567906,0.013680388822097727,0.8445000837564897,-1.0835742859470847,-0.013030244716174559,0.5647887236302878,1.142131631898717,2.2060662920351817,3810.6802745617715,0.998899945692897
"theta[5,3]",0.9104960810251627,0.014380898532054,0.8374430406551304,-0.7002416888049583,0.33206373281961266,0.8914445610563881,1.4859864288465987,2.5527361023177058,3391.083717911671,0.9989530820126599
"theta[6,3]",1.33589977787018,0.01395451105468342,0.8327884416019136,-0.25100800010116636,0.7746878982513667,1.3239051409366822,1.879152195305085,3.004877632783513,3561.558889503676,0.9990962120696877
"theta[7,3]",0.7381437224328975,0.013744068250601054,0.808143903801025,-0.8051291930654589,0.19143574196979207,0.7442223461067289,1.2810185031480643,2.2981191452079073,3457.377458559374,0.999071323631924
"theta[1,4]",0.2671453253705597,0.013028853013314867,0.7896588519737976,-1.2316276181796637,-0.24957555987553598,0.25815108582480417,0.8082750140937254,1.7741282107619398,3673.3866820911,0.9988946510954894
"theta[2,4]",0.12000447998272362,0.012132977113566186,0.7859047176003486,-1.3724326077992444,-0.41826592481000047,0.12449260691717517,0.6560711976280852,1.6427201648600294,4195.705863360237,0.9983852096542857
"theta[3,4]",-1.7604240102516697,0.03597848325546408,1.2546274816814158,-4.671484271026197,-2.4782837403000664,-1.6504625336535292,-0.8910823336823859,0.3319817906173146,1216.028883927277,0.99955066501604
"theta[4,4]",0.43629497293178304,0.013475475841388104,0.7989654288096996,-1.1520938990649525,-0.11632314773858668,0.4335265747884165,0.9631861288581841,1.9877302230341667,3515.343401051445,0.9986117020867153
"theta[5,4]",0.21345013627903217,0.012339888804024729,0.7856053158550866,-1.2935092806664112,-0.3134789342658727,0.20585749026871025,0.7446551031427069,1.7415564845112055,4053.090811754045,0.9990865203313078
"theta[6,4]",0.6328599069911965,0.012395104123033577,0.7662248319680143,-0.8447076553310651,0.09610783583898103,0.6349487488197387,1.1518977017496286,2.1620777749092586,3821.308377924874,0.9982705266664398
"theta[7,4]",-0.1220777183559756,0.011893491813906634,0.7474752372365883,-1.5701362180081149,-0.6202418319223569,-0.12842760381466536,0.36899819916541277,1.3693278760439789,3949.7977984393688,0.9983425371121911
"theta[1,5]",-2.4324771731798576,0.027854315857152458,1.237791235553385,-5.074301698541133,-3.2585755828029495,-2.3561795592378916,-1.5392614477324638,-0.17985268578765115,1974.7395053592438,1.003698930256689
"theta[2,5]",-0.7177796397281923,0.014147474434972069,0.863966987640628,-2.412219098877291,-1.2988803562499642,-0.6994981259630395,-0.10426290880871211,0.9197195759807428,3729.3784846456892,0.9989772027749565
"theta[3,5]",-2.424188949929996,0.0325295149059898,1.2807088779945783,-5.2701995954574254,-3.2336071867430123,-2.3238519701065474,-1.5191589888802062,-0.23715017524854426,1550.0498532159907,0.9994035957139499
"theta[4,5]",0.5189992202769156,0.018130623988461936,0.947290487027506,-1.437443498029677,-0.11870636133242758,0.5356938079656977,1.179677501114274,2.323362688942065,2729.8629842780674,0.9999532213071881
"theta[5,5]",1.674030950236045,0.03375792796025588,1.396962545838184,-0.7037936394308302,0.7044044470956521,1.5468492981913147,2.5393013475212136,4.70485635240499,1712.4502393992916,1.000715782831108
"theta[6,5]",2.2000794383895337,0.029551593160485116,1.2522634160484436,0.025132059384666058,1.360211337735108,2.097891645511574,2.959940175972907,4.966072560611667,1795.6826563209129,0.998919950908488
