platform	subject	trial	choice	accuracy
mturk	mc9b0kvhdjz7jqifqhgajsyr	17	0.289	0.289
mturk	mc9b0kvhdjz7jqifqhgajsyr	18	0.9655	0.9655
mturk	mc9b0kvhdjz7jqifqhgajsyr	19	0.398	0.3445
mturk	mc9b0kvhdjz7jqifqhgajsyr	20	0.29	0.438
mturk	mc9b0kvhdjz7jqifqhgajsyr	21	0.438	0.438
mturk	mc9b0kvhdjz7jqifqhgajsyr	22	0.3405	0.334
mturk	mc9b0kvhdjz7jqifqhgajsyr	23	0.329	0.342
mturk	mc9b0kvhdjz7jqifqhgajsyr	24	0.332	0.3515
mturk	mc9b0kvhdjz7jqifqhgajsyr	25	0.346	0.346
mturk	mc9b0kvhdjz7jqifqhgajsyr	26	0.972	0.972
mturk	mc9b0kvhdjz7jqifqhgajsyr	27	0.446	0.446
mturk	mc9b0kvhdjz7jqifqhgajsyr	28	0.967	0.967
mturk	mc9b0kvhdjz7jqifqhgajsyr	29	0.973	0.973
mturk	mc9b0kvhdjz7jqifqhgajsyr	30	0.98	0.98
mturk	mc9b0kvhdjz7jqifqhgajsyr	31	0.981	0.011
mturk	mc9b0kvhdjz7jqifqhgajsyr	32	0.2695	0.2695
mturk	mc9b0kvhdjz7jqifqhgajsyr	33	0.9615	0.9615
mturk	mc9b0kvhdjz7jqifqhgajsyr	34	0.9615	0.9615
mturk	mc9b0kvhdjz7jqifqhgajsyr	35	0.9775	0.9775
mturk	mc9b0kvhdjz7jqifqhgajsyr	36	0.368	0.3875
mturk	mc9b0kvhdjz7jqifqhgajsyr	37	0.3025	0.4235
mturk	mc9b0kvhdjz7jqifqhgajsyr	38	0.436	0.436
mturk	mc9b0kvhdjz7jqifqhgajsyr	39	0.962	0.962
mturk	mc9b0kvhdjz7jqifqhgajsyr	40	0.295	0.425
mturk	mc9b0kvhdjz7jqifqhgajsyr	41	0.2885	0.42
mturk	mc9b0kvhdjz7jqifqhgajsyr	42	0.4465	0.4465
mturk	mc9b0kvhdjz7jqifqhgajsyr	43	0.963	0.963
mturk	mc9b0kvhdjz7jqifqhgajsyr	44	0.982	0.982
mturk	mc9b0kvhdjz7jqifqhgajsyr	45	0.01	0.9795
mturk	mc9b0kvhdjz7jqifqhgajsyr	46	0.409	0.0035
mturk	mc9b0kvhdjz7jqifqhgajsyr	47	0.978	0.008
mturk	mc9b0kvhdjz7jqifqhgajsyr	48	0.9705	0.011
mturk	mc9b0kvhdjz7jqifqhgajsyr	49	0.975	0.011
mturk	mc9b0kvhdjz7jqifqhgajsyr	50	0.3755	0.253
mturk	mc9b0kvhdjz7jqifqhgajsyr	51	0.4495	0.256
mturk	mc9b0kvhdjz7jqifqhgajsyr	52	0.34	0.319
mturk	mc9b0kvhdjz7jqifqhgajsyr	53	0.3255	0.3255
mturk	mc9b0kvhdjz7jqifqhgajsyr	54	0.97	0.97
mturk	mc9b0kvhdjz7jqifqhgajsyr	55	0.9765	0.9765
mturk	mc9b0kvhdjz7jqifqhgajsyr	56	0.2995	0.4205
mturk	mc9b0kvhdjz7jqifqhgajsyr	57	0.9545	0.0275
mturk	mc9b0kvhdjz7jqifqhgajsyr	58	0.3795	0.3795
mturk	mc9b0kvhdjz7jqifqhgajsyr	59	0.959	0.959
mturk	mc9b0kvhdjz7jqifqhgajsyr	60	0.974	0.974
mturk	mc9b0kvhdjz7jqifqhgajsyr	61	0.9735	0.011
mturk	mc9b0kvhdjz7jqifqhgajsyr	62	0.236	0.236
mturk	mc9b0kvhdjz7jqifqhgajsyr	63	0.941	0.941
mturk	mc9b0kvhdjz7jqifqhgajsyr	64	0.9705	0.9705
mturk	mc9b0kvhdjz7jqifqhgajsyr	65	0.9695	0.9695
mturk	mc9b0kvhdjz7jqifqhgajsyr	66	0.9755	0.9755
mturk	mc9b0kvhdjz7jqifqhgajsyr	67	0.974	0.974
mturk	mc9b0kvhdjz7jqifqhgajsyr	68	0.966	0.966
mturk	mc9b0kvhdjz7jqifqhgajsyr	69	0.964	0.964
mturk	mc9b0kvhdjz7jqifqhgajsyr	70	0.9715	0.9715
mturk	mc9b0kvhdjz7jqifqhgajsyr	71	0.962	0.962
mturk	mc9b0kvhdjz7jqifqhgajsyr	72	0.964	0.964
mturk	mc9b0kvhdjz7jqifqhgajsyr	73	0.973	0.973
mturk	mc9b0kvhdjz7jqifqhgajsyr	74	0.9715	0.9715
mturk	mc9b0kvhdjz7jqifqhgajsyr	75	0.3345	0.333
mturk	mc9b0kvhdjz7jqifqhgajsyr	76	0.372	0.372
mturk	mc9b0kvhdjz7jqifqhgajsyr	77	0.9645	0.9645
mturk	mc9b0kvhdjz7jqifqhgajsyr	78	0.9665	0.9665
mturk	mc9b0kvhdjz7jqifqhgajsyr	79	0.2645	0.368
mturk	mc9b0kvhdjz7jqifqhgajsyr	80	0.3715	0.38
mturk	mc9b0kvhdjz7jqifqhgajsyr	81	0.4365	0.4365
mturk	mc9b0kvhdjz7jqifqhgajsyr	82	0.9705	0.9705
mturk	mc9b0kvhdjz7jqifqhgajsyr	83	0.2825	0.4265
mturk	mc9b0kvhdjz7jqifqhgajsyr	84	0.283	0.4225
mturk	mc9b0kvhdjz7jqifqhgajsyr	85	0.304	0.415
mturk	mc9b0kvhdjz7jqifqhgajsyr	86	0.31	0.421
mturk	mc9b0kvhdjz7jqifqhgajsyr	87	0.4375	0.4375
mturk	mc9b0kvhdjz7jqifqhgajsyr	88	0.963	0.963
mturk	mc9b0kvhdjz7jqifqhgajsyr	89	0.9805	0.9805
mturk	mc9b0kvhdjz7jqifqhgajsyr	90	0.979	0.979
mturk	mynywo837risvkfygi19hhpg	1	0.337	0.3355
mturk	mynywo837risvkfygi19hhpg	2	0.4825	0.49
mturk	mynywo837risvkfygi19hhpg	3	0.063	0.883
mturk	mynywo837risvkfygi19hhpg	4	0.8985	0.8985
mturk	mynywo837risvkfygi19hhpg	5	0.986	0.986
mturk	mynywo837risvkfygi19hhpg	6	0.9905	0.9905
mturk	mynywo837risvkfygi19hhpg	7	0.9925	0.9925
mturk	mynywo837risvkfygi19hhpg	8	0.996	0.996
mturk	mynywo837risvkfygi19hhpg	9	0.9935	0.9935
mturk	mynywo837risvkfygi19hhpg	10	0.995	0.995
mturk	mynywo837risvkfygi19hhpg	11	0.523	0.523
mturk	mynywo837risvkfygi19hhpg	12	0.98	0.98
mturk	mynywo837risvkfygi19hhpg	13	0.9945	0.9945
mturk	mynywo837risvkfygi19hhpg	14	0.993	0.993
mturk	mynywo837risvkfygi19hhpg	15	0.991	0.991
mturk	mynywo837risvkfygi19hhpg	16	0.9925	0.002
mturk	mynywo837risvkfygi19hhpg	17	0.5165	0.2025
mturk	mynywo837risvkfygi19hhpg	18	0.4305	0.264
mturk	mynywo837risvkfygi19hhpg	19	0.3405	0.321
mturk	mynywo837risvkfygi19hhpg	20	0.3415	0.3415
mturk	mynywo837risvkfygi19hhpg	21	0.9765	0.9765
mturk	mynywo837risvkfygi19hhpg	22	0.9915	0.9915
mturk	mynywo837risvkfygi19hhpg	23	0.9915	0.9915
mturk	mynywo837risvkfygi19hhpg	24	0.9925	0.9925
mturk	mynywo837risvkfygi19hhpg	25	0.9915	0.9915
mturk	mynywo837risvkfygi19hhpg	26	0.997	0.997
mturk	mynywo837risvkfygi19hhpg	27	0.5835	0.5835
mturk	mynywo837risvkfygi19hhpg	28	0.985	0.985
mturk	mynywo837risvkfygi19hhpg	29	0.553	0.553
mturk	mynywo837risvkfygi19hhpg	30	0.981	0.981
mturk	mynywo837risvkfygi19hhpg	31	0.996	0.0025
mturk	mynywo837risvkfygi19hhpg	32	0.5695	0.208
mturk	mynywo837risvkfygi19hhpg	33	0.3565	0.298
mturk	mynywo837risvkfygi19hhpg	34	0.381	0.306
mturk	mynywo837risvkfygi19hhpg	35	0.337	0.3235
mturk	mynywo837risvkfygi19hhpg	36	0.34	0.34
mturk	mynywo837risvkfygi19hhpg	37	0.9795	0.9795
mturk	mynywo837risvkfygi19hhpg	38	0.992	0.992
mturk	mynywo837risvkfygi19hhpg	39	0.9975	0.9975
mturk	mynywo837risvkfygi19hhpg	40	0.992	0.992
mturk	mynywo837risvkfygi19hhpg	41	0.9945	0.9945
mturk	mynywo837risvkfygi19hhpg	42	0.995	0.995
mturk	mynywo837risvkfygi19hhpg	43	0.9955	0.9955
mturk	mynywo837risvkfygi19hhpg	44	0.9965	0.9965
mturk	mynywo837risvkfygi19hhpg	45	0.614	0.614
mturk	mynywo837risvkfygi19hhpg	46	0.3145	0.3145
mturk	mynywo837risvkfygi19hhpg	47	0.974	0.974
mturk	mynywo837risvkfygi19hhpg	48	0.9905	0.9905
mturk	mynywo837risvkfygi19hhpg	49	0.9925	0.9925
mturk	mynywo837risvkfygi19hhpg	50	0.993	0.993
mturk	mynywo837risvkfygi19hhpg	51	0.566	0.566
mturk	mynywo837risvkfygi19hhpg	52	0.288	0.365
mturk	mynywo837risvkfygi19hhpg	53	0.283	0.364
mturk	mynywo837risvkfygi19hhpg	54	0.3605	0.353
mturk	mynywo837risvkfygi19hhpg	55	0.328	0.391
mturk	mynywo837risvkfygi19hhpg	56	0.9865	0.0075
mturk	mynywo837risvkfygi19hhpg	57	0.2605	0.2605
mturk	mynywo837risvkfygi19hhpg	58	0.218	0.218
mturk	mynywo837risvkfygi19hhpg	59	0.9725	0.9725
mturk	mynywo837risvkfygi19hhpg	60	0.4145	0.4145
mturk	mynywo837risvkfygi19hhpg	61	0.9755	0.018
mturk	mynywo837risvkfygi19hhpg	62	0.392	0.392
mturk	mynywo837risvkfygi19hhpg	63	0.9785	0.9785
mturk	mynywo837risvkfygi19hhpg	64	0.99	0.99
mturk	mynywo837risvkfygi19hhpg	65	0.989	0.989
mturk	mynywo837risvkfygi19hhpg	66	0.9905	0.9905
mturk	mynywo837risvkfygi19hhpg	67	0.992	0.992
mturk	mynywo837risvkfygi19hhpg	68	0.9945	0.9945
mturk	mynywo837risvkfygi19hhpg	69	0.991	0.991
mturk	mynywo837risvkfygi19hhpg	70	0.9925	0.9925
mturk	mynywo837risvkfygi19hhpg	71	0.9905	0.9905
mturk	mynywo837risvkfygi19hhpg	72	0.994	0.994
mturk	mynywo837risvkfygi19hhpg	73	0.9915	0.9915
mturk	mynywo837risvkfygi19hhpg	74	0.155	0.457
mturk	mynywo837risvkfygi19hhpg	75	0.136	0.505
mturk	mynywo837risvkfygi19hhpg	76	0.354	0.354
mturk	mynywo837risvkfygi19hhpg	77	0.964	0.964
mturk	mynywo837risvkfygi19hhpg	78	0.9855	0.9855
mturk	mynywo837risvkfygi19hhpg	79	0.9885	0.9885
mturk	mynywo837risvkfygi19hhpg	80	0.992	0.992
mturk	mynywo837risvkfygi19hhpg	81	0.995	0.995
mturk	mynywo837risvkfygi19hhpg	82	0.991	0.991
mturk	mynywo837risvkfygi19hhpg	83	0.9935	0.9935
mturk	mynywo837risvkfygi19hhpg	84	0.4275	0.4275
mturk	mynywo837risvkfygi19hhpg	85	0.9665	0.9665
mturk	mynywo837risvkfygi19hhpg	86	0.989	0.989
mturk	mynywo837risvkfygi19hhpg	87	0.989	0.989
mturk	mynywo837risvkfygi19hhpg	88	0.991	0.991
mturk	mynywo837risvkfygi19hhpg	89	0.438	0.4145
mturk	mynywo837risvkfygi19hhpg	90	0.2345	0.588
mturk	n29vff3xy758kc4si86avrjk	1	0.328	0.3345
mturk	n29vff3xy758kc4si86avrjk	2	0.419	0.419
mturk	n29vff3xy758kc4si86avrjk	3	0.679	0.679
mturk	n29vff3xy758kc4si86avrjk	4	0.227	0.705
mturk	n29vff3xy758kc4si86avrjk	5	0.8495	0.8495
mturk	n29vff3xy758kc4si86avrjk	6	0.8595	0.8595
mturk	n29vff3xy758kc4si86avrjk	7	0.8495	0.8495
mturk	n29vff3xy758kc4si86avrjk	8	0.3	0.401
mturk	n29vff3xy758kc4si86avrjk	9	0.34	0.396
mturk	n29vff3xy758kc4si86avrjk	10	0.402	0.402
mturk	n29vff3xy758kc4si86avrjk	11	0.8055	0.8055
mturk	n29vff3xy758kc4si86avrjk	12	0.331	0.3775
mturk	n29vff3xy758kc4si86avrjk	13	0.362	0.362
mturk	n29vff3xy758kc4si86avrjk	14	0.1105	0.7805
mturk	n29vff3xy758kc4si86avrjk	15	0.7905	0.7905
mturk	n29vff3xy758kc4si86avrjk	16	0.828	0.0865
mturk	n29vff3xy758kc4si86avrjk	17	0.3015	0.3015
mturk	n29vff3xy758kc4si86avrjk	18	0.1425	0.7495
mturk	n29vff3xy758kc4si86avrjk	19	0.7695	0.7695
mturk	n29vff3xy758kc4si86avrjk	20	0.083	0.816
mturk	n29vff3xy758kc4si86avrjk	21	0.828	0.828
mturk	n29vff3xy758kc4si86avrjk	22	0.084	0.843
mturk	n29vff3xy758kc4si86avrjk	23	0.8415	0.8415
mturk	n29vff3xy758kc4si86avrjk	24	0.8485	0.8485
mturk	n29vff3xy758kc4si86avrjk	25	0.863	0.863
mturk	n29vff3xy758kc4si86avrjk	26	0.847	0.847
mturk	n29vff3xy758kc4si86avrjk	27	0.2945	0.408
mturk	n29vff3xy758kc4si86avrjk	28	0.295	0.4085
mturk	n29vff3xy758kc4si86avrjk	29	0.298	0.4045
mturk	n29vff3xy758kc4si86avrjk	30	0.755	0.142
mturk	n29vff3xy758kc4si86avrjk	31	0.7995	0.0865
mturk	n29vff3xy758kc4si86avrjk	32	0.3645	0.2785
mturk	n29vff3xy758kc4si86avrjk	33	0.296	0.296
mturk	n29vff3xy758kc4si86avrjk	34	0.7535	0.7535
mturk	n29vff3xy758kc4si86avrjk	35	0.8105	0.8105
mturk	n29vff3xy758kc4si86avrjk	36	0.1045	0.8265
mturk	n29vff3xy758kc4si86avrjk	37	0.386	0.557
mturk	n29vff3xy758kc4si86avrjk	38	0.092	0.8305
mturk	n29vff3xy758kc4si86avrjk	39	0.84	0.84
mturk	n29vff3xy758kc4si86avrjk	40	0.4	0.4
mturk	n29vff3xy758kc4si86avrjk	41	0.113	0.7775
mturk	n29vff3xy758kc4si86avrjk	42	0.4605	0.4645
mturk	n29vff3xy758kc4si86avrjk	43	0.76	0.76
mturk	n29vff3xy758kc4si86avrjk	44	0.295	0.3685
mturk	n29vff3xy758kc4si86avrjk	45	0.3775	0.342
mturk	n29vff3xy758kc4si86avrjk	46	0.3985	0.313
mturk	n29vff3xy758kc4si86avrjk	47	0.792	0.1045
mturk	n29vff3xy758kc4si86avrjk	48	0.3105	0.3055
mturk	n29vff3xy758kc4si86avrjk	49	0.7515	0.1205
mturk	n29vff3xy758kc4si86avrjk	50	0.808	0.093
mturk	n29vff3xy758kc4si86avrjk	51	0.2885	0.2885
mturk	n29vff3xy758kc4si86avrjk	52	0.724	0.724
mturk	n29vff3xy758kc4si86avrjk	53	0.8	0.8
mturk	n29vff3xy758kc4si86avrjk	54	0.099	0.8095
mturk	n29vff3xy758kc4si86avrjk	55	0.1065	0.8205
mturk	n29vff3xy758kc4si86avrjk	56	0.8615	0.8615
mturk	n29vff3xy758kc4si86avrjk	57	0.857	0.857
mturk	n29vff3xy758kc4si86avrjk	58	0.2965	0.405
mturk	n29vff3xy758kc4si86avrjk	59	0.298	0.394
mturk	n29vff3xy758kc4si86avrjk	60	0.3065	0.411
mturk	n29vff3xy758kc4si86avrjk	61	0.41	0.299
mturk	n29vff3xy758kc4si86avrjk	62	0.7865	0.1045
mturk	n29vff3xy758kc4si86avrjk	63	0.305	0.2965
mturk	n29vff3xy758kc4si86avrjk	64	0.757	0.1075
mturk	n29vff3xy758kc4si86avrjk	65	0.297	0.297
mturk	n29vff3xy758kc4si86avrjk	66	0.733	0.733
mturk	n29vff3xy758kc4si86avrjk	67	0.7935	0.7935
mturk	n29vff3xy758kc4si86avrjk	68	0.805	0.805
mturk	n29vff3xy758kc4si86avrjk	69	0.832	0.832
mturk	n29vff3xy758kc4si86avrjk	70	0.83	0.83
mturk	n29vff3xy758kc4si86avrjk	71	0.847	0.847
mturk	n29vff3xy758kc4si86avrjk	72	0.3175	0.3365
mturk	n29vff3xy758kc4si86avrjk	73	0.369	0.369
mturk	n29vff3xy758kc4si86avrjk	74	0.771	0.771
mturk	n29vff3xy758kc4si86avrjk	75	0.827	0.827
mturk	n29vff3xy758kc4si86avrjk	76	0.8255	0.0995
mturk	n29vff3xy758kc4si86avrjk	77	0.343	0.343
mturk	n29vff3xy758kc4si86avrjk	78	0.3915	0.2935
mturk	n29vff3xy758kc4si86avrjk	79	0.32	0.333
mturk	n29vff3xy758kc4si86avrjk	80	0.3195	0.3195
mturk	n29vff3xy758kc4si86avrjk	81	0.763	0.763
mturk	n29vff3xy758kc4si86avrjk	82	0.8365	0.8365
mturk	n29vff3xy758kc4si86avrjk	83	0.843	0.843
mturk	n29vff3xy758kc4si86avrjk	84	0.848	0.848
mturk	n29vff3xy758kc4si86avrjk	85	0.8505	0.8505
mturk	n29vff3xy758kc4si86avrjk	86	0.855	0.855
mturk	n29vff3xy758kc4si86avrjk	87	0.271	0.4225
mturk	n29vff3xy758kc4si86avrjk	88	0.3025	0.383
mturk	n29vff3xy758kc4si86avrjk	89	0.425	0.425
mturk	n29vff3xy758kc4si86avrjk	90	0.79	0.79
mturk	n4ztb6292aou1l4jr8n0tezk	1	0.345	0.331
mturk	n4ztb6292aou1l4jr8n0tezk	2	0.3185	0.3635
mturk	n4ztb6292aou1l4jr8n0tezk	3	0.3335	0.341
mturk	n4ztb6292aou1l4jr8n0tezk	4	0.342	0.342
mturk	n4ztb6292aou1l4jr8n0tezk	5	0.4255	0.4255
mturk	n4ztb6292aou1l4jr8n0tezk	6	0.2805	0.4295
mturk	n4ztb6292aou1l4jr8n0tezk	7	0.4575	0.4575
mturk	n4ztb6292aou1l4jr8n0tezk	8	0.278	0.4975
mturk	n4ztb6292aou1l4jr8n0tezk	9	0.262	0.482
mturk	n4ztb6292aou1l4jr8n0tezk	10	0.487	0.487
mturk	n4ztb6292aou1l4jr8n0tezk	11	0.247	0.5095
mturk	n4ztb6292aou1l4jr8n0tezk	12	0.248	0.5165
mturk	n4ztb6292aou1l4jr8n0tezk	13	0.234	0.53
mturk	n4ztb6292aou1l4jr8n0tezk	14	0.3005	0.4715
mturk	n4ztb6292aou1l4jr8n0tezk	15	0.2845	0.4935
mturk	n4ztb6292aou1l4jr8n0tezk	16	0.479	0.2175
mturk	n4ztb6292aou1l4jr8n0tezk	17	0.451	0.225
mturk	n4ztb6292aou1l4jr8n0tezk	18	0.332	0.2305
mturk	n4ztb6292aou1l4jr8n0tezk	19	0.3205	0.2305
mturk	n4ztb6292aou1l4jr8n0tezk	20	0.307	0.2365
mturk	n4ztb6292aou1l4jr8n0tezk	21	0.232	0.232
mturk	n4ztb6292aou1l4jr8n0tezk	22	0.307	0.288
mturk	n4ztb6292aou1l4jr8n0tezk	23	0.3305	0.2725
mturk	n4ztb6292aou1l4jr8n0tezk	24	0.31	0.2935
mturk	n4ztb6292aou1l4jr8n0tezk	25	0.387	0.27
mturk	n4ztb6292aou1l4jr8n0tezk	26	0.4145	0.2545
mturk	n4ztb6292aou1l4jr8n0tezk	27	0.348	0.271
mturk	n4ztb6292aou1l4jr8n0tezk	28	0.391	0.2705
mturk	n4ztb6292aou1l4jr8n0tezk	29	0.263	0.263
mturk	n4ztb6292aou1l4jr8n0tezk	30	0.3495	0.344
mturk	n4ztb6292aou1l4jr8n0tezk	31	0.311	0.34
mturk	n4ztb6292aou1l4jr8n0tezk	32	0.274	0.3335
mturk	n4ztb6292aou1l4jr8n0tezk	33	0.3295	0.3295
mturk	n4ztb6292aou1l4jr8n0tezk	34	0.28	0.383
mturk	n4ztb6292aou1l4jr8n0tezk	35	0.3755	0.3755
mturk	n4ztb6292aou1l4jr8n0tezk	36	0.3655	0.3805
mturk	n4ztb6292aou1l4jr8n0tezk	37	0.271	0.3705
mturk	n4ztb6292aou1l4jr8n0tezk	38	0.35	0.35
mturk	n4ztb6292aou1l4jr8n0tezk	39	0.342	0.3995
mturk	n4ztb6292aou1l4jr8n0tezk	40	0.371	0.3735
mturk	n4ztb6292aou1l4jr8n0tezk	41	0.403	0.403
mturk	n4ztb6292aou1l4jr8n0tezk	42	0.3765	0.3725
mturk	n4ztb6292aou1l4jr8n0tezk	43	0.3685	0.3695
mturk	n4ztb6292aou1l4jr8n0tezk	44	0.417	0.3465
mturk	n4ztb6292aou1l4jr8n0tezk	45	0.421	0.351
mturk	n4ztb6292aou1l4jr8n0tezk	46	0.4025	0.252
mturk	n4ztb6292aou1l4jr8n0tezk	47	0.3885	0.2555
mturk	n4ztb6292aou1l4jr8n0tezk	48	0.428	0.222
mturk	n4ztb6292aou1l4jr8n0tezk	49	0.4055	0.231
mturk	n4ztb6292aou1l4jr8n0tezk	50	0.426	0.244
mturk	n4ztb6292aou1l4jr8n0tezk	51	0.419	0.243
mturk	n4ztb6292aou1l4jr8n0tezk	52	0.3985	0.239
mturk	n4ztb6292aou1l4jr8n0tezk	53	0.376	0.246
mturk	n4ztb6292aou1l4jr8n0tezk	54	0.362	0.255
mturk	n4ztb6292aou1l4jr8n0tezk	55	0.2025	0.2025
mturk	n4ztb6292aou1l4jr8n0tezk	56	0.324	0.287
mturk	n4ztb6292aou1l4jr8n0tezk	57	0.3465	0.263
mturk	n4ztb6292aou1l4jr8n0tezk	58	0.386	0.265
mturk	n4ztb6292aou1l4jr8n0tezk	59	0.3335	0.285
mturk	n4ztb6292aou1l4jr8n0tezk	60	0.382	0.2705
mturk	n4ztb6292aou1l4jr8n0tezk	61	0.3485	0.3485
mturk	n4ztb6292aou1l4jr8n0tezk	62	0.3445	0.3985
mturk	n4ztb6292aou1l4jr8n0tezk	63	0.319	0.407
mturk	n4ztb6292aou1l4jr8n0tezk	64	0.329	0.3975
mturk	n4ztb6292aou1l4jr8n0tezk	65	0.414	0.414
mturk	n4ztb6292aou1l4jr8n0tezk	66	0.4575	0.4575
mturk	n4ztb6292aou1l4jr8n0tezk	67	0.4555	0.4555
mturk	n4ztb6292aou1l4jr8n0tezk	68	0.2925	0.4495
mturk	n4ztb6292aou1l4jr8n0tezk	69	0.4715	0.4715
mturk	n4ztb6292aou1l4jr8n0tezk	70	0.483	0.483
mturk	n4ztb6292aou1l4jr8n0tezk	71	0.464	0.464
mturk	n4ztb6292aou1l4jr8n0tezk	72	0.274	0.486
mturk	n4ztb6292aou1l4jr8n0tezk	73	0.4885	0.4885
mturk	n4ztb6292aou1l4jr8n0tezk	74	0.257	0.4945
mturk	n4ztb6292aou1l4jr8n0tezk	75	0.4945	0.4945
mturk	n4ztb6292aou1l4jr8n0tezk	76	0.508	0.2265
mturk	n4ztb6292aou1l4jr8n0tezk	77	0.2215	0.2215
mturk	n4ztb6292aou1l4jr8n0tezk	78	0.2315	0.2315
mturk	n4ztb6292aou1l4jr8n0tezk	79	0.2615	0.2615
mturk	n4ztb6292aou1l4jr8n0tezk	80	0.262	0.252
mturk	n4ztb6292aou1l4jr8n0tezk	81	0.4895	0.2495
mturk	n4ztb6292aou1l4jr8n0tezk	82	0.4635	0.278
mturk	n4ztb6292aou1l4jr8n0tezk	83	0.4275	0.2885
mturk	n4ztb6292aou1l4jr8n0tezk	84	0.277	0.277
mturk	n4ztb6292aou1l4jr8n0tezk	85	0.44	0.282
mturk	n4ztb6292aou1l4jr8n0tezk	86	0.2985	0.271
mturk	n4ztb6292aou1l4jr8n0tezk	87	0.276	0.276
mturk	n4ztb6292aou1l4jr8n0tezk	88	0.419	0.3015
mturk	n4ztb6292aou1l4jr8n0tezk	89	0.287	0.287
mturk	n4ztb6292aou1l4jr8n0tezk	90	0.272	0.302
mturk	nbisw5umh0isb2ixsbdr99q5	1	0.3275	0.3275
mturk	nbisw5umh0isb2ixsbdr99q5	2	0.4825	0.0275
mturk	nbisw5umh0isb2ixsbdr99q5	3	0.902	0.0515
mturk	nbisw5umh0isb2ixsbdr99q5	4	0.9435	0.0245
mturk	nbisw5umh0isb2ixsbdr99q5	5	0.3995	0.2975
mturk	nbisw5umh0isb2ixsbdr99q5	6	0.4355	0.4355
mturk	nbisw5umh0isb2ixsbdr99q5	7	0.6685	0.6685
mturk	nbisw5umh0isb2ixsbdr99q5	8	0.83	0.83
mturk	nbisw5umh0isb2ixsbdr99q5	9	0.2965	0.2965
mturk	nbisw5umh0isb2ixsbdr99q5	10	0.348	0.5455
mturk	nbisw5umh0isb2ixsbdr99q5	11	0.133	0.7295
mturk	nbisw5umh0isb2ixsbdr99q5	12	0.083	0.767
mturk	nbisw5umh0isb2ixsbdr99q5	13	0.7975	0.7975
mturk	nbisw5umh0isb2ixsbdr99q5	14	0.8975	0.8975
mturk	nbisw5umh0isb2ixsbdr99q5	15	0.944	0.944
mturk	nbisw5umh0isb2ixsbdr99q5	16	0.612	0.117
mturk	nbisw5umh0isb2ixsbdr99q5	17	0.3575	0.189
mturk	nbisw5umh0isb2ixsbdr99q5	18	0.536	0.217
mturk	nbisw5umh0isb2ixsbdr99q5	19	0.3535	0.2995
mturk	nbisw5umh0isb2ixsbdr99q5	20	0.3155	0.304
mturk	nbisw5umh0isb2ixsbdr99q5	21	0.173	0.173
mturk	nbisw5umh0isb2ixsbdr99q5	22	0.4315	0.4315
mturk	nbisw5umh0isb2ixsbdr99q5	23	0.6735	0.6735
mturk	nbisw5umh0isb2ixsbdr99q5	24	0.843	0.843
mturk	nbisw5umh0isb2ixsbdr99q5	25	0.915	0.915
mturk	nbisw5umh0isb2ixsbdr99q5	26	0.4955	0.4955
mturk	nbisw5umh0isb2ixsbdr99q5	27	0.7325	0.7325
mturk	nbisw5umh0isb2ixsbdr99q5	28	0.857	0.857
mturk	nbisw5umh0isb2ixsbdr99q5	29	0.452	0.452
mturk	nbisw5umh0isb2ixsbdr99q5	30	0.6875	0.6875
mturk	nbisw5umh0isb2ixsbdr99q5	31	0.838	0.0455
mturk	nbisw5umh0isb2ixsbdr99q5	32	0.422	0.15
mturk	nbisw5umh0isb2ixsbdr99q5	33	0.266	0.1835
mturk	nbisw5umh0isb2ixsbdr99q5	34	0.509	0.1285
mturk	nbisw5umh0isb2ixsbdr99q5	35	0.171	0.171
mturk	nbisw5umh0isb2ixsbdr99q5	36	0.446	0.446
mturk	nbisw5umh0isb2ixsbdr99q5	37	0.693	0.693
mturk	nbisw5umh0isb2ixsbdr99q5	38	0.328	0.328
mturk	nbisw5umh0isb2ixsbdr99q5	39	0.5795	0.5795
mturk	nbisw5umh0isb2ixsbdr99q5	40	0.286	0.286
mturk	nbisw5umh0isb2ixsbdr99q5	41	0.544	0.544
mturk	nbisw5umh0isb2ixsbdr99q5	42	0.752	0.752
mturk	nbisw5umh0isb2ixsbdr99q5	43	0.888	0.888
mturk	nbisw5umh0isb2ixsbdr99q5	44	0.938	0.938
mturk	nbisw5umh0isb2ixsbdr99q5	45	0.964	0.964
mturk	nbisw5umh0isb2ixsbdr99q5	46	0.9765	0.0095
mturk	nbisw5umh0isb2ixsbdr99q5	47	0.627	0.1265
mturk	nbisw5umh0isb2ixsbdr99q5	48	0.3015	0.2395
mturk	nbisw5umh0isb2ixsbdr99q5	49	0.2975	0.1405
mturk	nbisw5umh0isb2ixsbdr99q5	50	0.142	0.165
mturk	nbisw5umh0isb2ixsbdr99q5	51	0.102	0.165
mturk	nbisw5umh0isb2ixsbdr99q5	52	0.1595	0.1595
mturk	nbisw5umh0isb2ixsbdr99q5	53	0.1325	0.1325
mturk	nbisw5umh0isb2ixsbdr99q5	54	0.3185	0.3185
mturk	nbisw5umh0isb2ixsbdr99q5	55	0.587	0.587
mturk	nbisw5umh0isb2ixsbdr99q5	56	0.774	0.774
mturk	nbisw5umh0isb2ixsbdr99q5	57	0.89	0.89
mturk	nbisw5umh0isb2ixsbdr99q5	58	0.937	0.937
