platform	subject	trial	choice	accuracy
mturk	wjo05xz5faw7ef8m6bu18ev5	20	0.9845	0.0075
mturk	wjo05xz5faw7ef8m6bu18ev5	21	0.309	0.309
mturk	wjo05xz5faw7ef8m6bu18ev5	22	0.9875	0.9875
mturk	wjo05xz5faw7ef8m6bu18ev5	23	0.998	0.998
mturk	wjo05xz5faw7ef8m6bu18ev5	24	0.9985	0.9985
mturk	wjo05xz5faw7ef8m6bu18ev5	25	0.331	0.3455
mturk	wjo05xz5faw7ef8m6bu18ev5	26	0.299	0.3735
mturk	wjo05xz5faw7ef8m6bu18ev5	27	0.987	0.0065
mturk	wjo05xz5faw7ef8m6bu18ev5	28	0.348	0.348
mturk	wjo05xz5faw7ef8m6bu18ev5	29	0.99	0.99
mturk	wjo05xz5faw7ef8m6bu18ev5	30	0.9975	0.9975
mturk	wjo05xz5faw7ef8m6bu18ev5	31	0.9995	0.0
mturk	wjo05xz5faw7ef8m6bu18ev5	32	0.3175	0.336
mturk	wjo05xz5faw7ef8m6bu18ev5	33	0.3705	0.334
mturk	wjo05xz5faw7ef8m6bu18ev5	34	0.3805	0.3805
mturk	wjo05xz5faw7ef8m6bu18ev5	35	0.99	0.99
mturk	wjo05xz5faw7ef8m6bu18ev5	36	0.9985	0.9985
mturk	wjo05xz5faw7ef8m6bu18ev5	37	0.997	0.997
mturk	wjo05xz5faw7ef8m6bu18ev5	38	0.998	0.998
mturk	wjo05xz5faw7ef8m6bu18ev5	39	0.997	0.997
mturk	wjo05xz5faw7ef8m6bu18ev5	40	0.998	0.998
mturk	wjo05xz5faw7ef8m6bu18ev5	41	0.998	0.998
mturk	wjo05xz5faw7ef8m6bu18ev5	42	0.999	0.999
mturk	wjo05xz5faw7ef8m6bu18ev5	43	0.998	0.998
mturk	wjo05xz5faw7ef8m6bu18ev5	44	0.9985	0.9985
mturk	wjo05xz5faw7ef8m6bu18ev5	45	0.9995	0.9995
mturk	wjo05xz5faw7ef8m6bu18ev5	46	0.315	0.304
mturk	wjo05xz5faw7ef8m6bu18ev5	47	0.3305	0.3305
mturk	wjo05xz5faw7ef8m6bu18ev5	48	0.991	0.991
mturk	wjo05xz5faw7ef8m6bu18ev5	49	0.9965	0.9965
mturk	wjo05xz5faw7ef8m6bu18ev5	50	0.9995	0.9995
mturk	wjo05xz5faw7ef8m6bu18ev5	51	0.999	0.999
mturk	wjo05xz5faw7ef8m6bu18ev5	52	0.998	0.998
mturk	wjo05xz5faw7ef8m6bu18ev5	53	0.999	0.999
mturk	wjo05xz5faw7ef8m6bu18ev5	54	0.999	0.999
mturk	wjo05xz5faw7ef8m6bu18ev5	55	0.998	0.998
mturk	wjo05xz5faw7ef8m6bu18ev5	56	0.295	0.331
mturk	wjo05xz5faw7ef8m6bu18ev5	57	0.985	0.007
mturk	wjo05xz5faw7ef8m6bu18ev5	58	0.3425	0.329
mturk	wjo05xz5faw7ef8m6bu18ev5	59	0.3655	0.3655
mturk	wjo05xz5faw7ef8m6bu18ev5	60	0.9875	0.9875
mturk	wjo05xz5faw7ef8m6bu18ev5	61	0.999	0.0
mturk	wjo05xz5faw7ef8m6bu18ev5	62	0.359	0.3045
mturk	wjo05xz5faw7ef8m6bu18ev5	63	0.326	0.326
mturk	wjo05xz5faw7ef8m6bu18ev5	64	0.986	0.986
mturk	wjo05xz5faw7ef8m6bu18ev5	65	0.9965	0.9965
mturk	wjo05xz5faw7ef8m6bu18ev5	66	0.9975	0.9975
mturk	wjo05xz5faw7ef8m6bu18ev5	67	0.9985	0.9985
mturk	wjo05xz5faw7ef8m6bu18ev5	68	0.9985	0.9985
mturk	wjo05xz5faw7ef8m6bu18ev5	69	0.9985	0.9985
mturk	wjo05xz5faw7ef8m6bu18ev5	70	0.34	0.362
mturk	wjo05xz5faw7ef8m6bu18ev5	71	0.299	0.389
mturk	wjo05xz5faw7ef8m6bu18ev5	72	0.9865	0.0055
mturk	wjo05xz5faw7ef8m6bu18ev5	73	0.996	0.0035
mturk	wjo05xz5faw7ef8m6bu18ev5	74	0.3695	0.3695
mturk	wjo05xz5faw7ef8m6bu18ev5	75	0.3185	0.3135
mturk	wjo05xz5faw7ef8m6bu18ev5	76	0.3655	0.3655
mturk	wjo05xz5faw7ef8m6bu18ev5	77	0.9865	0.9865
mturk	wjo05xz5faw7ef8m6bu18ev5	78	0.9975	0.9975
mturk	wjo05xz5faw7ef8m6bu18ev5	79	0.998	0.998
mturk	wjo05xz5faw7ef8m6bu18ev5	80	0.9975	0.9975
mturk	wjo05xz5faw7ef8m6bu18ev5	81	0.9995	0.9995
mturk	wjo05xz5faw7ef8m6bu18ev5	82	0.9975	0.9975
mturk	wjo05xz5faw7ef8m6bu18ev5	83	0.308	0.3875
mturk	wjo05xz5faw7ef8m6bu18ev5	84	0.3105	0.3725
mturk	wjo05xz5faw7ef8m6bu18ev5	85	0.3675	0.3675
mturk	wjo05xz5faw7ef8m6bu18ev5	86	0.987	0.987
mturk	wjo05xz5faw7ef8m6bu18ev5	87	0.999	0.999
mturk	wjo05xz5faw7ef8m6bu18ev5	88	0.9995	0.9995
mturk	wjo05xz5faw7ef8m6bu18ev5	89	0.9995	0.9995
mturk	wjo05xz5faw7ef8m6bu18ev5	90	0.3285	0.361
mturk	x12oo9pn58e61fflukvug2mr	1	0.3675	0.311
mturk	x12oo9pn58e61fflukvug2mr	2	0.4865	0.507
mturk	x12oo9pn58e61fflukvug2mr	3	0.964	0.964
mturk	x12oo9pn58e61fflukvug2mr	4	0.996	0.996
mturk	x12oo9pn58e61fflukvug2mr	5	0.997	0.997
mturk	x12oo9pn58e61fflukvug2mr	6	0.999	0.999
mturk	x12oo9pn58e61fflukvug2mr	7	0.998	0.998
mturk	x12oo9pn58e61fflukvug2mr	8	0.999	0.999
mturk	x12oo9pn58e61fflukvug2mr	9	0.997	0.997
mturk	x12oo9pn58e61fflukvug2mr	10	0.9985	0.9985
mturk	x12oo9pn58e61fflukvug2mr	11	0.9965	0.9965
mturk	x12oo9pn58e61fflukvug2mr	12	0.998	0.998
mturk	x12oo9pn58e61fflukvug2mr	13	0.997	0.997
mturk	x12oo9pn58e61fflukvug2mr	14	0.9985	0.9985
mturk	x12oo9pn58e61fflukvug2mr	15	0.996	0.996
mturk	x12oo9pn58e61fflukvug2mr	16	0.9975	0.001
mturk	x12oo9pn58e61fflukvug2mr	17	0.3615	0.327
mturk	x12oo9pn58e61fflukvug2mr	18	0.3425	0.3485
mturk	x12oo9pn58e61fflukvug2mr	19	0.987	0.006
mturk	x12oo9pn58e61fflukvug2mr	20	0.3495	0.3445
mturk	x12oo9pn58e61fflukvug2mr	21	0.355	0.355
mturk	x12oo9pn58e61fflukvug2mr	22	0.3475	0.3125
mturk	x12oo9pn58e61fflukvug2mr	23	0.3245	0.327
mturk	x12oo9pn58e61fflukvug2mr	24	0.3225	0.3225
mturk	x12oo9pn58e61fflukvug2mr	25	0.988	0.988
mturk	x12oo9pn58e61fflukvug2mr	26	0.3855	0.3855
mturk	x12oo9pn58e61fflukvug2mr	27	0.99	0.99
mturk	x12oo9pn58e61fflukvug2mr	28	0.997	0.997
mturk	x12oo9pn58e61fflukvug2mr	29	0.9975	0.9975
mturk	x12oo9pn58e61fflukvug2mr	30	0.998	0.998
mturk	x12oo9pn58e61fflukvug2mr	31	0.9995	0.0005
mturk	x12oo9pn58e61fflukvug2mr	32	0.3945	0.2975
mturk	x12oo9pn58e61fflukvug2mr	33	0.3195	0.33
mturk	x12oo9pn58e61fflukvug2mr	34	0.323	0.323
mturk	x12oo9pn58e61fflukvug2mr	35	0.9895	0.9895
mturk	x12oo9pn58e61fflukvug2mr	36	0.997	0.997
mturk	x12oo9pn58e61fflukvug2mr	37	0.3875	0.3875
mturk	x12oo9pn58e61fflukvug2mr	38	0.9845	0.9845
mturk	x12oo9pn58e61fflukvug2mr	39	0.3655	0.3655
mturk	x12oo9pn58e61fflukvug2mr	40	0.9855	0.9855
mturk	x12oo9pn58e61fflukvug2mr	41	0.997	0.997
mturk	x12oo9pn58e61fflukvug2mr	42	0.998	0.998
mturk	x12oo9pn58e61fflukvug2mr	43	0.9995	0.9995
mturk	x12oo9pn58e61fflukvug2mr	44	0.9995	0.9995
mturk	x12oo9pn58e61fflukvug2mr	45	0.358	0.358
mturk	x12oo9pn58e61fflukvug2mr	46	0.3285	0.3285
mturk	x12oo9pn58e61fflukvug2mr	47	0.99	0.99
mturk	x12oo9pn58e61fflukvug2mr	48	0.997	0.997
mturk	x12oo9pn58e61fflukvug2mr	49	0.9985	0.9985
mturk	x12oo9pn58e61fflukvug2mr	50	0.9975	0.9975
mturk	x12oo9pn58e61fflukvug2mr	51	0.9975	0.9975
mturk	x12oo9pn58e61fflukvug2mr	52	0.999	0.999
mturk	x12oo9pn58e61fflukvug2mr	53	0.9985	0.9985
mturk	x12oo9pn58e61fflukvug2mr	54	0.996	0.996
mturk	x12oo9pn58e61fflukvug2mr	55	0.998	0.998
mturk	x12oo9pn58e61fflukvug2mr	56	0.9985	0.9985
mturk	x12oo9pn58e61fflukvug2mr	57	0.999	0.999
mturk	x12oo9pn58e61fflukvug2mr	58	0.9995	0.9995
mturk	x12oo9pn58e61fflukvug2mr	59	0.3095	0.3935
mturk	x12oo9pn58e61fflukvug2mr	60	0.3125	0.3785
mturk	x12oo9pn58e61fflukvug2mr	61	0.3165	0.3165
mturk	x12oo9pn58e61fflukvug2mr	62	0.985	0.985
mturk	x12oo9pn58e61fflukvug2mr	63	0.9975	0.9975
mturk	x12oo9pn58e61fflukvug2mr	64	0.998	0.998
mturk	x12oo9pn58e61fflukvug2mr	65	0.9965	0.9965
mturk	x12oo9pn58e61fflukvug2mr	66	0.999	0.999
mturk	x12oo9pn58e61fflukvug2mr	67	0.9975	0.9975
mturk	x12oo9pn58e61fflukvug2mr	68	0.998	0.998
mturk	x12oo9pn58e61fflukvug2mr	69	0.9995	0.9995
mturk	x12oo9pn58e61fflukvug2mr	70	0.9975	0.9975
mturk	x12oo9pn58e61fflukvug2mr	71	0.9985	0.9985
mturk	x12oo9pn58e61fflukvug2mr	72	0.9985	0.9985
mturk	x12oo9pn58e61fflukvug2mr	73	0.9975	0.9975
mturk	x12oo9pn58e61fflukvug2mr	74	0.354	0.354
mturk	x12oo9pn58e61fflukvug2mr	75	0.991	0.991
mturk	x12oo9pn58e61fflukvug2mr	76	0.9965	0.001
mturk	x12oo9pn58e61fflukvug2mr	77	0.363	0.277
mturk	x12oo9pn58e61fflukvug2mr	78	0.3225	0.3085
mturk	x12oo9pn58e61fflukvug2mr	79	0.3105	0.297
mturk	x12oo9pn58e61fflukvug2mr	80	0.312	0.304
mturk	x12oo9pn58e61fflukvug2mr	81	0.988	0.003
mturk	x12oo9pn58e61fflukvug2mr	82	0.342	0.2875
mturk	x12oo9pn58e61fflukvug2mr	83	0.305	0.32
mturk	x12oo9pn58e61fflukvug2mr	84	0.3005	0.302
mturk	x12oo9pn58e61fflukvug2mr	85	0.312	0.311
mturk	x12oo9pn58e61fflukvug2mr	86	0.3035	0.2825
mturk	x12oo9pn58e61fflukvug2mr	87	0.284	0.312
mturk	x12oo9pn58e61fflukvug2mr	88	0.2745	0.3165
mturk	x12oo9pn58e61fflukvug2mr	89	0.31	0.298
mturk	x12oo9pn58e61fflukvug2mr	90	0.3075	0.323
mturk	x3lheipk8oq00fhkkfjrw6p1	1	0.3245	0.3245
mturk	x3lheipk8oq00fhkkfjrw6p1	2	0.95	0.95
mturk	x3lheipk8oq00fhkkfjrw6p1	3	0.9745	0.9745
mturk	x3lheipk8oq00fhkkfjrw6p1	4	0.9725	0.9725
mturk	x3lheipk8oq00fhkkfjrw6p1	5	0.98	0.98
mturk	x3lheipk8oq00fhkkfjrw6p1	6	0.9855	0.9855
mturk	x3lheipk8oq00fhkkfjrw6p1	7	0.981	0.981
mturk	x3lheipk8oq00fhkkfjrw6p1	8	0.983	0.983
mturk	x3lheipk8oq00fhkkfjrw6p1	9	0.217	0.217
mturk	x3lheipk8oq00fhkkfjrw6p1	10	0.4895	0.032
mturk	x3lheipk8oq00fhkkfjrw6p1	11	0.971	0.002
mturk	x3lheipk8oq00fhkkfjrw6p1	12	0.273	0.047
mturk	x3lheipk8oq00fhkkfjrw6p1	13	0.8875	0.0555
mturk	x3lheipk8oq00fhkkfjrw6p1	14	0.4025	0.325
mturk	x3lheipk8oq00fhkkfjrw6p1	15	0.1535	0.473
mturk	x3lheipk8oq00fhkkfjrw6p1	16	0.504	0.3955
mturk	x3lheipk8oq00fhkkfjrw6p1	17	0.2545	0.5815
mturk	x3lheipk8oq00fhkkfjrw6p1	18	0.1775	0.659
mturk	x3lheipk8oq00fhkkfjrw6p1	19	0.6905	0.6905
mturk	x3lheipk8oq00fhkkfjrw6p1	20	0.4525	0.4525
mturk	x3lheipk8oq00fhkkfjrw6p1	21	0.999	0.999
mturk	x3lheipk8oq00fhkkfjrw6p1	22	0.999	0.999
mturk	x3lheipk8oq00fhkkfjrw6p1	23	1.0	1.0
mturk	x3lheipk8oq00fhkkfjrw6p1	24	0.948	0.948
mturk	x3lheipk8oq00fhkkfjrw6p1	25	0.999	0.999
mturk	x3lheipk8oq00fhkkfjrw6p1	26	0.9985	0.9985
mturk	x3lheipk8oq00fhkkfjrw6p1	27	0.9995	0.9995
mturk	x3lheipk8oq00fhkkfjrw6p1	28	0.9415	0.9415
mturk	x3lheipk8oq00fhkkfjrw6p1	29	0.9985	0.9985
mturk	x3lheipk8oq00fhkkfjrw6p1	30	0.999	0.999
mturk	x3lheipk8oq00fhkkfjrw6p1	31	0.999	0.001
mturk	x3lheipk8oq00fhkkfjrw6p1	32	0.962	0.022
mturk	x3lheipk8oq00fhkkfjrw6p1	33	0.715	0.158
mturk	x3lheipk8oq00fhkkfjrw6p1	34	0.2845	0.2845
mturk	x3lheipk8oq00fhkkfjrw6p1	35	0.2445	0.2445
mturk	x3lheipk8oq00fhkkfjrw6p1	36	0.9955	0.9955
mturk	x3lheipk8oq00fhkkfjrw6p1	37	0.9995	0.9995
mturk	x3lheipk8oq00fhkkfjrw6p1	38	1.0	1.0
mturk	x3lheipk8oq00fhkkfjrw6p1	39	0.999	0.999
mturk	x3lheipk8oq00fhkkfjrw6p1	40	0.9995	0.9995
mturk	x3lheipk8oq00fhkkfjrw6p1	41	0.9995	0.9995
mturk	x3lheipk8oq00fhkkfjrw6p1	42	0.953	0.953
mturk	x3lheipk8oq00fhkkfjrw6p1	43	0.9985	0.9985
mturk	x3lheipk8oq00fhkkfjrw6p1	44	0.9975	0.9975
mturk	x3lheipk8oq00fhkkfjrw6p1	45	0.999	0.999
mturk	x3lheipk8oq00fhkkfjrw6p1	46	0.9985	0.0005
mturk	x3lheipk8oq00fhkkfjrw6p1	47	0.999	0.0
mturk	x3lheipk8oq00fhkkfjrw6p1	48	0.9985	0.0005
mturk	x3lheipk8oq00fhkkfjrw6p1	49	0.9995	0.0
mturk	x3lheipk8oq00fhkkfjrw6p1	50	0.9465	0.022
mturk	x3lheipk8oq00fhkkfjrw6p1	51	0.6425	0.1185
mturk	x3lheipk8oq00fhkkfjrw6p1	52	0.195	0.195
mturk	x3lheipk8oq00fhkkfjrw6p1	53	0.187	0.187
mturk	x3lheipk8oq00fhkkfjrw6p1	54	0.1905	0.1905
mturk	x3lheipk8oq00fhkkfjrw6p1	55	0.9975	0.9975
mturk	x3lheipk8oq00fhkkfjrw6p1	56	0.9985	0.9985
mturk	x3lheipk8oq00fhkkfjrw6p1	57	0.9195	0.9195
mturk	x3lheipk8oq00fhkkfjrw6p1	58	0.9955	0.9955
mturk	x3lheipk8oq00fhkkfjrw6p1	59	0.9985	0.9985
mturk	x3lheipk8oq00fhkkfjrw6p1	60	0.9215	0.9215
mturk	x3lheipk8oq00fhkkfjrw6p1	61	0.999	0.0005
mturk	x3lheipk8oq00fhkkfjrw6p1	62	0.9015	0.05
mturk	x3lheipk8oq00fhkkfjrw6p1	63	0.551	0.214
mturk	x3lheipk8oq00fhkkfjrw6p1	64	0.3455	0.3455
mturk	x3lheipk8oq00fhkkfjrw6p1	65	0.2415	0.2415
mturk	x3lheipk8oq00fhkkfjrw6p1	66	0.993	0.993
mturk	x3lheipk8oq00fhkkfjrw6p1	67	0.9985	0.9985
mturk	x3lheipk8oq00fhkkfjrw6p1	68	0.9995	0.9995
mturk	x3lheipk8oq00fhkkfjrw6p1	69	0.9975	0.9975
mturk	x3lheipk8oq00fhkkfjrw6p1	70	0.999	0.999
mturk	x3lheipk8oq00fhkkfjrw6p1	71	0.9985	0.9985
mturk	x3lheipk8oq00fhkkfjrw6p1	72	0.9405	0.9405
mturk	x3lheipk8oq00fhkkfjrw6p1	73	0.9985	0.9985
mturk	x3lheipk8oq00fhkkfjrw6p1	74	0.998	0.998
mturk	x3lheipk8oq00fhkkfjrw6p1	75	0.999	0.999
mturk	x3lheipk8oq00fhkkfjrw6p1	76	0.999	0.0005
mturk	x3lheipk8oq00fhkkfjrw6p1	77	0.9375	0.0325
mturk	x3lheipk8oq00fhkkfjrw6p1	78	0.6275	0.1825
mturk	x3lheipk8oq00fhkkfjrw6p1	79	0.341	0.2985
mturk	x3lheipk8oq00fhkkfjrw6p1	80	0.242	0.359
mturk	x3lheipk8oq00fhkkfjrw6p1	81	0.996	0.001
mturk	x3lheipk8oq00fhkkfjrw6p1	82	0.88	0.056
mturk	x3lheipk8oq00fhkkfjrw6p1	83	0.52	0.22
mturk	x3lheipk8oq00fhkkfjrw6p1	84	0.3165	0.3165
mturk	x3lheipk8oq00fhkkfjrw6p1	85	0.9945	0.9945
mturk	x3lheipk8oq00fhkkfjrw6p1	86	0.8855	0.8855
mturk	x3lheipk8oq00fhkkfjrw6p1	87	0.996	0.996
mturk	x3lheipk8oq00fhkkfjrw6p1	88	0.9975	0.9975
mturk	x3lheipk8oq00fhkkfjrw6p1	89	1.0	1.0
mturk	x3lheipk8oq00fhkkfjrw6p1	90	1.0	1.0
mturk	xe6oqx37xdawxlzrgixjkrxn	1	0.342	0.326
mturk	xe6oqx37xdawxlzrgixjkrxn	2	0.482	0.482
mturk	xe6oqx37xdawxlzrgixjkrxn	3	0.91	0.91
mturk	xe6oqx37xdawxlzrgixjkrxn	4	0.9495	0.9495
mturk	xe6oqx37xdawxlzrgixjkrxn	5	0.946	0.946
mturk	xe6oqx37xdawxlzrgixjkrxn	6	0.944	0.944
mturk	xe6oqx37xdawxlzrgixjkrxn	7	0.9585	0.9585
mturk	xe6oqx37xdawxlzrgixjkrxn	8	0.9505	0.9505
mturk	xe6oqx37xdawxlzrgixjkrxn	9	0.0365	0.9615
mturk	xe6oqx37xdawxlzrgixjkrxn	10	0.9955	0.9955
mturk	xe6oqx37xdawxlzrgixjkrxn	11	0.9945	0.9945
mturk	xe6oqx37xdawxlzrgixjkrxn	12	0.9965	0.9965
mturk	xe6oqx37xdawxlzrgixjkrxn	13	0.996	0.996
mturk	xe6oqx37xdawxlzrgixjkrxn	14	0.9955	0.9955
mturk	xe6oqx37xdawxlzrgixjkrxn	15	0.995	0.995
mturk	xe6oqx37xdawxlzrgixjkrxn	16	0.994	0.0035
mturk	xe6oqx37xdawxlzrgixjkrxn	17	0.32	0.32
mturk	xe6oqx37xdawxlzrgixjkrxn	18	0.9715	0.9715
mturk	xe6oqx37xdawxlzrgixjkrxn	19	0.989	0.989
mturk	xe6oqx37xdawxlzrgixjkrxn	20	0.9905	0.9905
mturk	xe6oqx37xdawxlzrgixjkrxn	21	0.992	0.992
mturk	xe6oqx37xdawxlzrgixjkrxn	22	0.9955	0.9955
mturk	xe6oqx37xdawxlzrgixjkrxn	23	0.9945	0.9945
mturk	xe6oqx37xdawxlzrgixjkrxn	24	0.994	0.994
mturk	xe6oqx37xdawxlzrgixjkrxn	25	0.993	0.993
mturk	xe6oqx37xdawxlzrgixjkrxn	26	0.3135	0.35
mturk	xe6oqx37xdawxlzrgixjkrxn	27	0.306	0.344
mturk	xe6oqx37xdawxlzrgixjkrxn	28	0.358	0.355
mturk	xe6oqx37xdawxlzrgixjkrxn	29	0.375	0.375
mturk	xe6oqx37xdawxlzrgixjkrxn	30	0.9745	0.9745
mturk	xe6oqx37xdawxlzrgixjkrxn	31	0.995	0.0025
mturk	xe6oqx37xdawxlzrgixjkrxn	32	0.317	0.317
mturk	xe6oqx37xdawxlzrgixjkrxn	33	0.972	0.972
mturk	xe6oqx37xdawxlzrgixjkrxn	34	0.9965	0.9965
mturk	xe6oqx37xdawxlzrgixjkrxn	35	0.9955	0.9955
mturk	xe6oqx37xdawxlzrgixjkrxn	36	0.992	0.992
mturk	xe6oqx37xdawxlzrgixjkrxn	37	0.9945	0.9945
mturk	xe6oqx37xdawxlzrgixjkrxn	38	0.9935	0.9935
mturk	xe6oqx37xdawxlzrgixjkrxn	39	0.349	0.3585
mturk	xe6oqx37xdawxlzrgixjkrxn	40	0.972	0.016
mturk	xe6oqx37xdawxlzrgixjkrxn	41	0.3105	0.355
mturk	xe6oqx37xdawxlzrgixjkrxn	42	0.298	0.338
mturk	xe6oqx37xdawxlzrgixjkrxn	43	0.3115	0.337
mturk	xe6oqx37xdawxlzrgixjkrxn	44	0.3725	0.3725
mturk	xe6oqx37xdawxlzrgixjkrxn	45	0.9775	0.9775
mturk	xe6oqx37xdawxlzrgixjkrxn	46	0.993	0.0035
mturk	xe6oqx37xdawxlzrgixjkrxn	47	0.314	0.314
mturk	xe6oqx37xdawxlzrgixjkrxn	48	0.976	0.976
mturk	xe6oqx37xdawxlzrgixjkrxn	49	0.9925	0.9925
mturk	xe6oqx37xdawxlzrgixjkrxn	50	0.992	0.992
mturk	xe6oqx37xdawxlzrgixjkrxn	51	0.9895	0.9895
mturk	xe6oqx37xdawxlzrgixjkrxn	52	0.9945	0.9945
mturk	xe6oqx37xdawxlzrgixjkrxn	53	0.996	0.996
mturk	xe6oqx37xdawxlzrgixjkrxn	54	0.9955	0.9955
mturk	xe6oqx37xdawxlzrgixjkrxn	55	0.9965	0.9965
mturk	xe6oqx37xdawxlzrgixjkrxn	56	0.994	0.994
mturk	xe6oqx37xdawxlzrgixjkrxn	57	0.991	0.991
mturk	xe6oqx37xdawxlzrgixjkrxn	58	0.992	0.992
mturk	xe6oqx37xdawxlzrgixjkrxn	59	0.9955	0.9955
mturk	xe6oqx37xdawxlzrgixjkrxn	60	0.9925	0.9925
mturk	xe6oqx37xdawxlzrgixjkrxn	61	0.9945	0.004
mturk	xe6oqx37xdawxlzrgixjkrxn	62	0.34	0.34
mturk	xe6oqx37xdawxlzrgixjkrxn	63	0.977	0.977
mturk	xe6oqx37xdawxlzrgixjkrxn	64	0.3325	0.3435
mturk	xe6oqx37xdawxlzrgixjkrxn	65	0.335	0.3455
mturk	xe6oqx37xdawxlzrgixjkrxn	66	0.322	0.3425
mturk	xe6oqx37xdawxlzrgixjkrxn	67	0.306	0.3575
mturk	xe6oqx37xdawxlzrgixjkrxn	68	0.977	0.014
mturk	xe6oqx37xdawxlzrgixjkrxn	69	0.3505	0.3505
mturk	xe6oqx37xdawxlzrgixjkrxn	70	0.3165	0.3165
mturk	xe6oqx37xdawxlzrgixjkrxn	71	0.9705	0.9705
mturk	xe6oqx37xdawxlzrgixjkrxn	72	0.9925	0.9925
mturk	xe6oqx37xdawxlzrgixjkrxn	73	0.9915	0.9915
mturk	xe6oqx37xdawxlzrgixjkrxn	74	0.994	0.994
mturk	xe6oqx37xdawxlzrgixjkrxn	75	0.9955	0.9955
mturk	xe6oqx37xdawxlzrgixjkrxn	76	0.995	0.0025
mturk	xe6oqx37xdawxlzrgixjkrxn	77	0.3015	0.3015
mturk	xe6oqx37xdawxlzrgixjkrxn	78	0.9765	0.9765
mturk	xe6oqx37xdawxlzrgixjkrxn	79	0.9895	0.9895
mturk	xe6oqx37xdawxlzrgixjkrxn	80	0.9925	0.9925
mturk	xe6oqx37xdawxlzrgixjkrxn	81	0.9945	0.9945
mturk	xe6oqx37xdawxlzrgixjkrxn	82	0.987	0.987
mturk	xe6oqx37xdawxlzrgixjkrxn	83	0.9945	0.9945
mturk	xe6oqx37xdawxlzrgixjkrxn	84	0.9915	0.9915
mturk	xe6oqx37xdawxlzrgixjkrxn	85	0.9935	0.9935
mturk	xe6oqx37xdawxlzrgixjkrxn	86	0.3225	0.351
mturk	xe6oqx37xdawxlzrgixjkrxn	87	0.295	0.3625
mturk	xe6oqx37xdawxlzrgixjkrxn	88	0.3205	0.3465
mturk	xe6oqx37xdawxlzrgixjkrxn	89	0.317	0.385
mturk	xe6oqx37xdawxlzrgixjkrxn	90	0.363	0.363
mturk	xfte2nnmwo5forvvnhf147te	1	0.344	0.344
mturk	xfte2nnmwo5forvvnhf147te	2	0.498	0.0405
mturk	xfte2nnmwo5forvvnhf147te	3	0.885	0.06
mturk	xfte2nnmwo5forvvnhf147te	4	0.3465	0.3465
mturk	xfte2nnmwo5forvvnhf147te	5	0.443	0.143
mturk	xfte2nnmwo5forvvnhf147te	6	0.607	0.1915
mturk	xfte2nnmwo5forvvnhf147te	7	0.3355	0.3355
mturk	xfte2nnmwo5forvvnhf147te	8	0.3535	0.263
mturk	xfte2nnmwo5forvvnhf147te	9	0.4105	0.303
mturk	xfte2nnmwo5forvvnhf147te	10	0.3285	0.3285
mturk	xfte2nnmwo5forvvnhf147te	11	0.836	0.836
mturk	xfte2nnmwo5forvvnhf147te	12	0.954	0.954
mturk	xfte2nnmwo5forvvnhf147te	13	0.984	0.984
mturk	xfte2nnmwo5forvvnhf147te	14	0.986	0.986
mturk	xfte2nnmwo5forvvnhf147te	15	0.9915	0.9915
mturk	xfte2nnmwo5forvvnhf147te	16	0.9925	0.0045
mturk	xfte2nnmwo5forvvnhf147te	17	0.8095	0.0995
mturk	xfte2nnmwo5forvvnhf147te	18	0.505	0.2325
mturk	xfte2nnmwo5forvvnhf147te	19	0.327	0.308
mturk	xfte2nnmwo5forvvnhf147te	20	0.3225	0.3225
mturk	xfte2nnmwo5forvvnhf147te	21	0.849	0.849
mturk	xfte2nnmwo5forvvnhf147te	22	0.949	0.949
mturk	xfte2nnmwo5forvvnhf147te	23	0.9785	0.9785
mturk	xfte2nnmwo5forvvnhf147te	24	0.9945	0.9945
mturk	xfte2nnmwo5forvvnhf147te	25	0.7395	0.7395
mturk	xfte2nnmwo5forvvnhf147te	26	0.9415	0.9415
mturk	xfte2nnmwo5forvvnhf147te	27	0.9825	0.9825
mturk	xfte2nnmwo5forvvnhf147te	28	0.9885	0.9885
mturk	xfte2nnmwo5forvvnhf147te	29	0.992	0.992
mturk	xfte2nnmwo5forvvnhf147te	30	0.992	0.992
mturk	xfte2nnmwo5forvvnhf147te	31	0.996	0.001
mturk	xfte2nnmwo5forvvnhf147te	32	0.807	0.085
mturk	xfte2nnmwo5forvvnhf147te	33	0.5065	0.206
mturk	xfte2nnmwo5forvvnhf147te	34	0.266	0.266
mturk	xfte2nnmwo5forvvnhf147te	35	0.344	0.2785
mturk	xfte2nnmwo5forvvnhf147te	36	0.837	0.066
mturk	xfte2nnmwo5forvvnhf147te	37	0.524	0.196
mturk	xfte2nnmwo5forvvnhf147te	38	0.388	0.2535
mturk	xfte2nnmwo5forvvnhf147te	39	0.2835	0.2835
mturk	xfte2nnmwo5forvvnhf147te	40	0.8145	0.8145
mturk	xfte2nnmwo5forvvnhf147te	41	0.9505	0.9505
mturk	xfte2nnmwo5forvvnhf147te	42	0.982	0.982
mturk	xfte2nnmwo5forvvnhf147te	43	0.685	0.685
mturk	xfte2nnmwo5forvvnhf147te	44	0.927	0.927
mturk	xfte2nnmwo5forvvnhf147te	45	0.9685	0.9685
mturk	xfte2nnmwo5forvvnhf147te	46	0.677	0.1775
mturk	xfte2nnmwo5forvvnhf147te	47	0.9255	0.04
