platform,subject,block,trial,correct,choice,key,rt,accuracy,outcome
mturk,fexsj0u5oib0e90p5kvm0lal,5,74,1,1.0,38.0,0.387,1.0,1.0
mturk,fexsj0u5oib0e90p5kvm0lal,5,75,1,1.0,38.0,0.315,1.0,1.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,76,2,1.0,38.0,0.319,0.0,0.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,77,2,1.0,38.0,0.312,0.0,0.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,78,2,0.0,37.0,0.39,0.0,0.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,79,2,0.0,37.0,0.341,0.0,0.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,80,2,2.0,39.0,0.325,1.0,1.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,81,2,2.0,39.0,0.321,1.0,0.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,82,2,2.0,39.0,0.353,1.0,1.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,83,2,2.0,39.0,0.333,1.0,1.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,84,2,2.0,39.0,0.367,1.0,0.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,85,2,2.0,39.0,0.352,1.0,1.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,86,2,2.0,39.0,0.351,1.0,1.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,87,2,2.0,39.0,0.349,1.0,1.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,88,2,2.0,39.0,0.432,1.0,0.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,89,2,2.0,39.0,0.358,1.0,1.0
mturk,fexsj0u5oib0e90p5kvm0lal,6,90,2,2.0,39.0,0.361,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,1,2,2.0,39.0,3.059,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,2,2,2.0,39.0,0.068,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,3,2,2.0,39.0,3.975,1.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,4,2,2.0,39.0,0.109,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,5,2,2.0,39.0,0.696,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,6,2,2.0,39.0,0.349,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,7,2,2.0,39.0,0.051,1.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,8,2,2.0,39.0,0.632,1.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,9,2,0.0,37.0,0.052,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,10,2,1.0,38.0,0.012,0.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,11,2,2.0,39.0,0.069,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,12,2,0.0,37.0,0.099,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,13,2,0.0,37.0,0.066,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,14,2,2.0,39.0,0.055,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,1,15,2,2.0,39.0,0.158,1.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,16,0,1.0,38.0,0.091,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,17,0,1.0,38.0,0.243,0.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,18,0,2.0,39.0,1.554,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,19,0,1.0,38.0,0.034,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,20,0,2.0,39.0,0.104,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,21,0,2.0,39.0,0.118,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,22,0,2.0,39.0,0.125,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,23,0,2.0,39.0,0.493,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,24,0,0.0,37.0,0.069,1.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,25,0,2.0,39.0,0.051,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,26,0,0.0,37.0,0.059,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,27,0,0.0,37.0,0.27,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,28,0,2.0,39.0,0.033,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,29,0,0.0,37.0,0.343,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,2,30,0,2.0,39.0,0.102,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,31,1,2.0,39.0,0.188,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,32,1,2.0,39.0,0.061,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,33,1,0.0,37.0,0.0,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,34,1,0.0,37.0,0.104,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,35,1,0.0,37.0,0.147,0.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,36,1,1.0,38.0,0.133,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,37,1,0.0,37.0,0.206,0.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,38,1,2.0,39.0,0.354,0.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,39,1,2.0,39.0,0.23,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,40,1,1.0,38.0,0.061,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,41,1,2.0,39.0,0.097,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,42,1,2.0,39.0,0.064,0.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,43,1,2.0,39.0,0.183,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,44,1,2.0,39.0,0.13,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,3,45,1,2.0,39.0,0.019,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,46,2,2.0,39.0,0.045,1.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,47,2,0.0,37.0,0.171,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,48,2,2.0,39.0,0.241,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,49,2,2.0,39.0,0.181,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,50,2,0.0,37.0,0.053,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,51,2,2.0,39.0,0.063,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,52,2,1.0,38.0,0.142,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,53,2,1.0,38.0,0.01,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,54,2,2.0,39.0,0.136,1.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,55,2,2.0,39.0,0.16,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,56,2,2.0,39.0,0.096,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,57,2,0.0,37.0,0.155,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,58,2,2.0,39.0,0.124,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,59,2,2.0,39.0,0.065,1.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,4,60,2,2.0,39.0,0.168,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,61,0,0.0,37.0,0.085,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,62,0,2.0,39.0,0.162,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,63,0,2.0,39.0,0.474,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,64,0,2.0,39.0,0.117,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,65,0,2.0,39.0,0.278,0.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,66,0,2.0,39.0,0.083,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,67,0,1.0,38.0,0.146,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,68,0,2.0,39.0,0.09,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,69,0,2.0,39.0,0.021,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,70,0,0.0,37.0,0.15,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,71,0,2.0,39.0,0.174,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,72,0,0.0,37.0,0.464,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,73,0,2.0,39.0,0.189,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,74,0,0.0,37.0,0.147,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,5,75,0,2.0,39.0,0.245,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,76,2,2.0,39.0,0.103,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,77,2,2.0,39.0,0.106,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,78,2,2.0,39.0,0.315,1.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,79,2,0.0,37.0,0.068,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,80,2,1.0,38.0,0.166,0.0,0.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,81,2,2.0,39.0,0.269,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,82,2,2.0,39.0,0.475,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,83,2,2.0,39.0,0.014,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,84,2,0.0,37.0,0.301,0.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,85,2,2.0,39.0,0.097,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,86,2,2.0,39.0,0.217,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,87,2,1.0,38.0,0.173,0.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,88,2,2.0,39.0,1.091,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,89,2,2.0,39.0,0.427,1.0,1.0
mturk,fgjk761asl4q1j9d46ivqdhk,6,90,2,2.0,39.0,0.171,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,1,1,0,0.0,37.0,1.363,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,1,2,0,1.0,38.0,0.484,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,1,3,0,2.0,39.0,0.135,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,1,4,0,0.0,37.0,0.071,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,1,5,0,0.0,37.0,0.321,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,1,6,0,0.0,37.0,0.325,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,1,7,0,0.0,37.0,0.345,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,1,8,0,0.0,37.0,0.363,1.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,1,9,0,0.0,37.0,0.373,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,1,10,0,0.0,37.0,0.348,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,1,11,0,0.0,37.0,0.339,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,1,12,0,0.0,37.0,0.364,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,1,13,0,0.0,37.0,0.627,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,1,14,0,0.0,37.0,0.332,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,1,15,0,0.0,37.0,0.222,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,2,16,1,0.0,37.0,0.361,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,2,17,1,0.0,37.0,0.248,0.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,2,18,1,0.0,37.0,0.315,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,2,19,1,1.0,38.0,0.188,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,2,20,1,1.0,38.0,0.135,1.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,2,21,1,1.0,38.0,0.424,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,2,22,1,1.0,38.0,0.016,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,2,23,1,1.0,38.0,0.368,1.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,2,24,1,1.0,38.0,0.371,1.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,2,25,1,2.0,39.0,0.355,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,2,26,1,2.0,39.0,0.329,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,2,27,1,2.0,39.0,0.31,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,2,28,1,1.0,38.0,0.283,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,2,29,1,1.0,38.0,0.391,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,2,30,1,1.0,38.0,0.295,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,3,31,0,1.0,38.0,0.27,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,3,32,0,1.0,38.0,0.212,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,3,33,0,1.0,38.0,0.178,0.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,3,34,0,1.0,38.0,0.306,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,3,35,0,2.0,39.0,0.205,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,3,36,0,2.0,39.0,0.288,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,3,37,0,0.0,37.0,0.228,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,3,38,0,0.0,37.0,0.322,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,3,39,0,0.0,37.0,0.451,1.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,3,40,0,0.0,37.0,0.34,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,3,41,0,0.0,37.0,0.392,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,3,42,0,0.0,37.0,0.41,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,3,43,0,0.0,37.0,0.372,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,3,44,0,0.0,37.0,0.714,1.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,3,45,0,0.0,37.0,0.326,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,4,46,2,0.0,37.0,0.164,0.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,4,47,2,0.0,37.0,0.077,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,4,48,2,0.0,37.0,0.317,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,4,49,2,1.0,38.0,0.228,0.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,4,50,2,1.0,38.0,0.226,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,4,51,2,1.0,38.0,0.061,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,4,52,2,2.0,39.0,0.431,1.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,4,53,2,2.0,39.0,0.114,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,4,54,2,2.0,39.0,0.19,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,4,55,2,2.0,39.0,0.303,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,4,56,2,2.0,39.0,0.165,1.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,4,57,2,2.0,39.0,0.291,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,4,58,2,2.0,39.0,0.269,1.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,4,59,2,2.0,39.0,0.031,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,4,60,2,2.0,39.0,0.268,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,5,61,0,2.0,39.0,0.068,0.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,5,62,0,2.0,39.0,0.257,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,5,63,0,2.0,39.0,0.547,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,5,64,0,2.0,39.0,0.243,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,5,65,0,1.0,38.0,0.163,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,5,66,0,1.0,38.0,0.349,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,5,67,0,0.0,37.0,0.063,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,5,68,0,0.0,37.0,0.386,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,5,69,0,0.0,37.0,0.808,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,5,70,0,0.0,37.0,0.967,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,5,71,0,0.0,37.0,0.693,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,5,72,0,0.0,37.0,0.677,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,5,73,0,0.0,37.0,0.811,1.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,5,74,0,0.0,37.0,0.412,1.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,5,75,0,0.0,37.0,0.494,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,6,76,1,0.0,37.0,0.287,0.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,6,77,1,1.0,38.0,0.23,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,6,78,1,1.0,38.0,0.204,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,6,79,1,1.0,38.0,0.141,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,6,80,1,1.0,38.0,0.266,1.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,6,81,1,1.0,38.0,0.582,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,6,82,1,1.0,38.0,0.383,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,6,83,1,1.0,38.0,0.488,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,6,84,1,1.0,38.0,0.317,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,6,85,1,1.0,38.0,0.329,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,6,86,1,1.0,38.0,0.235,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,6,87,1,1.0,38.0,0.11,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,6,88,1,1.0,38.0,0.035,1.0,0.0
mturk,fl0bey18x3e1awvawxjz06jf,6,89,1,1.0,38.0,0.247,1.0,1.0
mturk,fl0bey18x3e1awvawxjz06jf,6,90,1,1.0,38.0,0.207,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,1,0,0.0,37.0,9.388,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,2,0,1.0,38.0,2.841,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,3,0,1.0,38.0,5.291,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,4,0,2.0,39.0,0.297,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,5,0,2.0,39.0,0.163,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,6,0,2.0,39.0,0.02,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,7,0,1.0,38.0,0.401,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,8,0,1.0,38.0,0.517,0.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,9,0,2.0,39.0,0.058,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,10,0,0.0,37.0,0.015,1.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,11,0,1.0,38.0,0.156,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,12,0,1.0,38.0,0.0,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,13,0,1.0,38.0,0.023,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,14,0,0.0,37.0,0.269,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,1,15,0,1.0,38.0,0.234,0.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,16,2,1.0,38.0,0.305,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,17,2,2.0,39.0,0.107,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,18,2,2.0,39.0,0.167,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,19,2,1.0,38.0,0.038,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,20,2,1.0,38.0,0.146,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,21,2,1.0,38.0,0.033,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,22,2,0.0,37.0,0.32,0.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,23,2,0.0,37.0,0.068,0.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,24,2,0.0,37.0,0.216,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,25,2,1.0,38.0,0.222,0.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,26,2,1.0,38.0,0.037,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,27,2,1.0,38.0,0.053,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,28,2,1.0,38.0,0.083,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,29,2,0.0,37.0,0.438,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,2,30,2,0.0,37.0,0.105,0.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,31,1,1.0,38.0,0.077,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,32,1,2.0,39.0,0.075,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,33,1,2.0,39.0,0.072,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,34,1,2.0,39.0,0.318,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,35,1,1.0,38.0,0.127,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,36,1,0.0,37.0,0.076,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,37,1,0.0,37.0,0.194,0.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,38,1,1.0,38.0,0.137,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,39,1,2.0,39.0,0.092,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,40,1,0.0,37.0,0.089,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,41,1,2.0,39.0,0.058,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,42,1,0.0,37.0,0.101,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,43,1,1.0,38.0,0.093,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,44,1,1.0,38.0,0.288,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,3,45,1,2.0,39.0,0.046,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,46,2,0.0,37.0,0.188,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,47,2,0.0,37.0,0.261,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,48,2,0.0,37.0,0.222,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,49,2,0.0,37.0,0.126,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,50,2,0.0,37.0,0.078,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,51,2,0.0,37.0,0.157,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,52,2,1.0,38.0,0.047,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,53,2,2.0,39.0,0.077,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,54,2,2.0,39.0,0.361,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,55,2,2.0,39.0,0.123,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,56,2,1.0,38.0,0.213,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,57,2,2.0,39.0,0.083,1.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,58,2,2.0,39.0,0.127,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,59,2,2.0,39.0,0.036,1.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,4,60,2,2.0,39.0,0.157,1.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,61,1,1.0,38.0,0.037,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,62,1,0.0,37.0,0.086,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,63,1,0.0,37.0,0.157,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,64,1,1.0,38.0,0.101,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,65,1,2.0,39.0,0.042,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,66,1,1.0,38.0,2.966,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,67,1,0.0,37.0,0.118,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,68,1,0.0,37.0,0.134,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,69,1,2.0,39.0,0.121,0.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,70,1,1.0,38.0,0.041,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,71,1,1.0,38.0,0.222,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,72,1,1.0,38.0,0.056,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,73,1,1.0,38.0,0.044,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,74,1,0.0,37.0,0.132,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,5,75,1,1.0,38.0,0.105,1.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,6,76,0,2.0,39.0,0.117,0.0,1.0
mturk,fmivxe7rg2s9ylzoqntzivua,6,77,0,2.0,39.0,0.076,0.0,0.0
mturk,fmivxe7rg2s9ylzoqntzivua,6,78,0,1.0,38.0,0.038,0.0,0.0
