platform,subject,accuracy,points,ws,ls,perseveration,beta,eta_p,eta_n,kappa
mturk,984rqmge2ibnb6ry6iy9u0zo,0.4666666666666667,42.0,0.7804878048780488,0.6875,0.26666666666666666,1.395785,0.944153,0.785468,0.09174553269184403
mturk,9bx9aapx2af3ya9iqbfycexr,0.4777777777777778,49.0,0.4897959183673469,0.95,0.30666666666666664,7.767165,0.04418975,0.9100269999999999,-0.9073800580423682
mturk,9x3grmi9fq74uxr3ub097epz,0.7333333333333333,57.0,1.0,0.34375,0.22666666666666666,6.23485,0.8211215000000001,0.548855,0.19873808054371742
mturk,aov6xe6od75nt5353uwbsp77,0.5666666666666667,42.0,0.9512195121951219,0.5833333333333333,0.25333333333333335,7.22633,0.414265,0.9775769999999999,-0.40472409943082616
mturk,avr04c4gt8kmeq5i2jiisiyh,0.6444444444444445,49.0,1.0,0.41463414634146345,0.25333333333333335,13.47435,0.7198025,0.6308765,0.06583799703704586
mturk,avuxpoyolfbqqsskoym8iwxk,0.5333333333333333,37.0,0.6486486486486487,0.4807692307692307,0.26666666666666666,2.1501,0.8467454999999999,0.428697,0.3277674218947541
mturk,ayqvxud8iyhd449mhjpztndy,0.5888888888888889,51.0,0.94,0.5897435897435898,0.28,4.915685,0.4694455,0.9725005,-0.34887228786653596
mturk,bgdjjadiljq5gtg3zd419eif,0.6777777777777778,70.0,0.8405797101449275,0.44999999999999996,0.21333333333333335,3.41451,0.347317,0.340372,0.01009904186340043
mturk,bhoyosccpd9jwnfuwpgla7cg,0.37777777777777777,42.0,0.3170731707317073,0.75,0.28,0.4435135,0.09661395,0.360107,-0.5769235021953777
mturk,borpj9kwayuoawc2db7wbyxj,0.5777777777777777,49.0,0.8367346938775511,0.875,0.30666666666666664,5.242195,0.275152,0.7713319999999999,-0.4741400728534788
mturk,cdbeog6cjz4lt4fk2fsw9a6d,0.7111111111111111,55.0,1.0,0.23529411764705888,0.28,11.9312,0.273973,0.392254,-0.17753858669792724
mturk,cdx4de9mp88efzq0p2e2hq41,0.4666666666666667,36.0,0.75,0.679245283018868,0.37333333333333335,5.398285,0.2522135,0.853621,-0.5438494639116432
mturk,clm0rwz7njx098ktz0rq6tzj,0.5,44.0,0.7727272727272727,0.7555555555555555,0.26666666666666666,2.4010350000000003,0.8535714999999999,0.849576,0.002345950659000427
mturk,ctnvg9z0u302ddk5abjypszu,0.7,59.0,0.9830508474576272,0.43333333333333335,0.10666666666666667,8.808985,0.284813,0.6066265,-0.36100430820038826
mturk,cweobvm4evs54h8932qi6kqj,0.43333333333333335,45.0,0.4090909090909091,0.8,0.30666666666666664,1.256365,0.5464169999999999,0.8396155,-0.21153796898701877
mturk,cwjn0tx0m76gm35d8f4jnxrq,0.6444444444444445,45.0,1.0,0.4,0.17333333333333334,5.38659,0.9523195,0.8665609999999999,0.047149056796199684
mturk,czs7a87g24y6q0hq4ygiyrrl,0.6444444444444445,54.0,0.9622641509433962,0.5555555555555556,0.21333333333333335,4.274625,0.8538695,0.83067,0.013772013063510787
mturk,d535ylen0c8wkaigri45rrml,0.6555555555555556,58.0,0.9824561403508771,0.375,0.24,9.10331,0.34921749999999996,0.827658,-0.4065345059864022
mturk,dbuiumbyfl1ma1h69ta20xw8,0.4111111111111111,40.0,1.0,0.34693877551020413,0.3466666666666667,15.33225,0.7370955,0.7383105,-0.0008235021411055439
mturk,deuoj5f7ihyov9fdc56skfam,0.5888888888888889,48.0,0.8333333333333334,0.7560975609756098,0.30666666666666664,7.00865,0.26195199999999996,0.8862995,-0.543737587105264
mturk,dhdxn5ir5mjb94yjprcgwago,0.4666666666666667,43.0,1.0,0.42553191489361697,0.3333333333333333,14.821850000000001,0.6530715,0.785563,-0.09209531677434399
mturk,dkfxcqyznu2etu3ycixgpuct,0.6222222222222222,77.0,0.5921052631578947,0.6153846153846154,0.26666666666666666,4.0467949999999995,0.6210655,0.041186,0.8756182507702891
mturk,e1zp3dh9u2801k50qm9h97c1,0.6111111111111112,50.0,1.0,0.675,0.26666666666666666,5.670495000000001,0.9193555,0.9189890000000001,0.00019936415617417537
mturk,e3qgdoddsuhvnumamuxze5fo,0.3888888888888889,45.0,0.3111111111111111,0.8409090909090909,0.3333333333333333,1.131275,0.399466,0.660343,-0.24615473165447738
mturk,e8jii58m72v5f48f2rvcju86,0.5888888888888889,53.0,0.9811320754716981,0.33333333333333337,0.25333333333333335,5.41564,0.963163,0.393204,0.420210016905454
mturk,e9lartq70jdvtyo1tovgyi8r,0.7333333333333333,56.0,1.0,0.3939393939393939,0.17333333333333334,10.0101,0.911384,0.7331865,0.10835503859518338
mturk,eajz1vw10kitydeyf4zgtwzs,0.7,58.0,0.9298245614035088,0.4375,0.21333333333333335,5.74544,0.943534,0.542109,0.27020286838762747
mturk,elw3bumjdsy00i3eny567iz0,0.5666666666666667,58.0,1.0,0.4193548387096774,0.24,8.860859999999999,0.6726695,0.687729,-0.011069918115905011
mturk,f413rfthchh1liluwockcj93,0.5111111111111111,46.0,0.7608695652173914,0.8604651162790697,0.24,6.12999,0.1864155,0.964854,-0.6761566253600917
mturk,f4wl4bmtithmjc70e5p02q4q,0.7666666666666667,56.0,1.0,0.7058823529411764,0.16,5.7881350000000005,0.9090405,0.918543,-0.0051994888332051415
mturk,f8d2kruoqk7otxvnhqd44ziz,0.7777777777777778,63.0,1.0,0.5384615384615384,0.17333333333333334,7.534415,0.750364,0.7101554999999999,0.02753027261874976
mturk,fexsj0u5oib0e90p5kvm0lal,0.7777777777777778,58.0,1.0,0.3125,0.12,8.315245,0.9046265,0.6217250000000001,0.1853449221886308
mturk,fgjk761asl4q1j9d46ivqdhk,0.4666666666666667,42.0,0.4878048780487805,0.5208333333333333,0.3466666666666667,-6.290295,0.0039602349999999995,0.0393743,-0.817224991568503
mturk,fl0bey18x3e1awvawxjz06jf,0.7,55.0,0.9814814814814815,0.34285714285714286,0.2,12.70035,0.309528,0.7945960000000001,-0.4393238440609932
mturk,fsig4dpz5iesxkjnc5e03ruv,0.5666666666666667,45.0,0.7954545454545454,0.8222222222222222,0.29333333333333333,4.38623,0.46507200000000004,0.6192150000000001,-0.14216070099521622
mturk,fy3568ynzims1sa778zhdgsj,0.6555555555555556,51.0,1.0,0.3589743589743589,0.2,16.0652,0.6692525,0.7354765000000001,-0.047143612753776744
mturk,g0hcri7lt06it7zaxn7bdehy,0.5777777777777777,43.0,0.8604651162790697,1.0,0.30666666666666664,6.013965,0.28071,0.8633135000000001,-0.5092583325429941
mturk,g2j8r1fp1mfn0sdufesl7l2w,0.6666666666666666,54.0,1.0,0.4722222222222222,0.29333333333333333,5.53589,0.9567825,0.752463,0.1195378311658565
mturk,g7p583cf83iuo5tnssmqoom2,0.5222222222222223,46.0,0.8888888888888888,0.5909090909090908,0.25333333333333335,2.72273,0.969677,0.9764705,-0.003490742608152778
mturk,g93kv8yzmln3bk1vikjphvig,0.6,50.0,0.9795918367346939,0.85,0.12,7.9568,0.3569025,0.9937205,-0.47149944877289957
mturk,gb9l1rxvfwpsridpzj2phab0,0.5777777777777777,43.0,0.7857142857142857,0.7659574468085106,0.28,2.1112450000000003,0.7131685,0.774007,-0.04090875622951025
mturk,gi5el1yqgg66eawzpbt2cug6,0.6333333333333333,53.0,1.0,0.45945945945945943,0.37333333333333335,14.7861,0.8028815,0.328776,0.4189478707117657
mturk,gruwe2az316sg0lrtz6mop4m,0.2777777777777778,38.0,0.5945945945945946,0.28846153846153844,0.36,-2.025945,0.027615,0.769161,-0.9306831531070214
mturk,h1pemdlnh3c9vhbgryg1ixhn,0.5444444444444444,50.0,1.0,0.41025641025641024,0.12,9.782025,0.9061785,0.5426895,0.2508779267676558
mturk,h1utmgv01tgofu4ja7y7he1r,0.6444444444444445,51.0,1.0,0.41025641025641024,0.22666666666666666,12.77205,0.43854499999999996,0.8069735,-0.2958033140415016
mturk,h2ob40i8w8dt2pnbe0fjyz69,0.7,54.0,0.9811320754716981,0.4444444444444444,0.17333333333333334,5.792955,0.6807369999999999,0.704763,-0.017341032118368894
mturk,hat45nuw60i6qp17myltiq6e,0.4111111111111111,36.0,0.8888888888888888,0.5094339622641509,0.26666666666666666,8.570640000000001,0.06259719999999999,0.974328,-0.8792638080355265
mturk,hcikwtzf80rybffjd4nzmcqn,0.5777777777777777,41.0,0.9512195121951219,0.45833333333333337,0.26666666666666666,3.884745,0.7742884999999999,0.9876975,-0.1211184424847871
mturk,he3bi0kweifzr3c3elm0xyx5,0.34444444444444444,43.0,0.8809523809523809,0.1063829787234043,0.5066666666666667,3.76373,0.9618415,0.015531199999999998,0.9682184697812821
mturk,hjga6ro8xdcijnzxcabiekgh,0.6777777777777778,51.0,1.0,0.6923076923076923,0.14666666666666667,10.67275,0.8954420000000001,0.889778,0.0031727182084001484
mturk,hp22ihu8hgb4l5p0ocf695wh,0.4777777777777778,43.0,0.7380952380952381,0.8723404255319149,0.30666666666666664,5.797755,0.098801,0.79525,-0.778981288539468
mturk,hp9jlhcupmuyhjt2v5kzyeyo,0.4,42.0,0.35714285714285715,0.9574468085106383,0.3466666666666667,3.66879,0.0730987,0.604134,-0.7841253087749603
mturk,hr3fruz8unemddmhsargqdjo,0.6888888888888889,53.0,1.0,0.8918918918918919,0.25333333333333335,7.850575,0.8388955,0.9259275,-0.049314860470426776
mturk,hvp7r3m4nd4hnwcb8su5ste8,0.6222222222222222,53.0,0.9423076923076923,0.5945945945945945,0.28,5.546115,0.45557000000000003,0.6263445000000001,-0.1578447280261056
mturk,hxlba4lafjaq254jq3x5hug0,0.5444444444444444,59.0,0.9827586206896551,0.5806451612903225,0.28,4.08879,0.5296335000000001,0.969741,-0.2935274009261861
mturk,iij7l7ztcavt3v3b8beljv40,0.37777777777777777,46.0,0.1111111111111111,0.8636363636363636,0.29333333333333333,0.70079,0.120826,0.2417685,-0.33354753036794543
mturk,ilccg6au6ebu6vrvwcnsxvnp,0.5777777777777777,52.0,1.0,0.5526315789473684,0.18666666666666668,5.384255,0.9402429999999999,0.8002235,0.08044940824773127
mturk,itgf2egc6lv9acekard2994a,0.32222222222222224,42.0,0.8571428571428571,0.36170212765957444,0.44,3.66527,0.9044395000000001,0.606618,0.19709474986888323
mturk,j49ycui0iz38y7r8xtr8tnna,0.7333333333333333,59.0,1.0,0.3870967741935484,0.22666666666666666,9.500195000000001,0.811767,0.41774500000000003,0.32047023534540525
mturk,j5uig6vo0a3bq4tw72necwg5,0.5444444444444444,50.0,0.9795918367346939,0.25,0.4266666666666667,12.6105,0.1720525,0.08373565,0.3452734225569089
mturk,jyqbceyvrsxtbtis6813ecuq,0.7777777777777778,52.0,1.0,0.29729729729729726,0.08,11.997150000000001,0.7019995,0.9153519999999999,-0.13191473838556428
mturk,k0jvnuk92lshedg61l3kgup4,0.4888888888888889,55.0,1.0,0.2941176470588235,0.4266666666666667,14.2554,0.881413,0.5334695,0.24591688709133086
mturk,kse3g3i8vm4uhmn2p4sfnyy0,0.6555555555555556,57.0,1.0,0.2727272727272727,0.32,10.225750000000001,0.694473,0.36711,0.30837249654525367
mturk,kz2mnejtguvxh70ucjcunti8,0.5888888888888889,45.0,1.0,0.40909090909090906,0.38666666666666666,6.694315,0.9237055000000001,0.7592325,0.09772968463484696
mturk,kzth30eqt6puh2fdm1xyqqcl,0.6777777777777778,51.0,1.0,0.4358974358974359,0.18666666666666668,10.9295,0.782518,0.9539610000000001,-0.09873024666581053
mturk,l4giixxbal8owtn90r4a0zmg,0.5111111111111111,40.0,0.725,0.5714285714285714,0.24,3.347825,0.2321535,0.688105,-0.49546024296434094
mturk,l768h0oa3rsy0s30wy81gx7w,0.5888888888888889,53.0,0.9811320754716981,0.8333333333333334,0.22666666666666666,5.436145,0.7278965,0.985312,-0.15025345718282393
mturk,lfmnxogaj6os5ptjy6jcrdx5,0.6444444444444445,49.0,0.9375,0.7073170731707317,0.25333333333333335,6.224055,0.510271,0.610615,-0.08952203881572254
mturk,lq0d2xsr43y3la4p6u2kw6dk,0.5777777777777777,50.0,0.9591836734693877,0.975,0.22666666666666666,6.146105,0.5490115,0.9620875,-0.27336130855754653
mturk,lrbgqwdhc5j9d3cfmhgrwfy1,0.43333333333333335,39.0,0.9230769230769231,0.7,0.24,4.88724,0.7474695,0.9709645,-0.1300573661833972
mturk,m94kxuxvt80yh510yh7slut7,0.5,39.0,1.0,0.37254901960784315,0.26666666666666666,5.552235,0.805476,0.5890895,0.15516409949909124
mturk,mc9b0kvhdjz7jqifqhgajsyr,0.6333333333333333,49.0,0.9791666666666666,0.7560975609756098,0.29333333333333333,4.815754999999999,0.9492025,0.9166095,0.017468533807264604
mturk,mynywo837risvkfygi19hhpg,0.7555555555555555,57.0,1.0,0.4375,0.14666666666666667,6.98991,0.8228685,0.8329070000000001,-0.006062718043599547
mturk,n29vff3xy758kc4si86avrjk,0.5222222222222223,47.0,0.8260869565217391,0.9302325581395349,0.25333333333333335,2.5626550000000003,0.883051,0.906342,-0.013016145698569263
mturk,n4ztb6292aou1l4jr8n0tezk,0.28888888888888886,37.0,0.43243243243243246,0.6346153846153846,0.26666666666666666,2.941295,0.142374,0.0204602,0.7486989833830976
mturk,nbisw5umh0isb2ixsbdr99q5,0.5888888888888889,54.0,0.9444444444444444,0.2857142857142857,0.29333333333333333,10.924299999999999,0.1132875,0.5933915000000001,-0.6793805957160183
mturk,nf8od7h3v3autbl7bobc44vj,0.5666666666666667,55.0,0.9454545454545454,0.8529411764705882,0.18666666666666668,5.436814999999999,0.4693025,0.966727,-0.34638877543950175
mturk,ngpbl2m7v35qr23mxqg4zq6j,0.6111111111111112,53.0,0.9807692307692307,0.6216216216216216,0.21333333333333335,4.782439999999999,0.8621075,0.9671335,-0.0574150699661772
mturk,nk20nova3ldcu67y76d1t9jz,0.4777777777777778,44.0,1.0,0.23913043478260865,0.4266666666666667,10.005849999999999,0.886396,0.7102175,0.11034511483211186
mturk,ny6aiki69pl2sa6bs4po6ig5,0.36666666666666664,32.0,0.3225806451612903,0.7758620689655172,0.3466666666666667,4.62216,0.0299148,0.594725,-0.9042174385942106
mturk,o1vx5thxb89l44xmoqh1wwz0,0.6333333333333333,52.0,0.9411764705882353,0.7894736842105263,0.17333333333333334,8.793865,0.3392755,0.9710544999999999,-0.4821525875161218
mturk,oc0019i87h6mkoth39vmedqq,0.6888888888888889,68.0,0.6567164179104478,0.6818181818181819,0.12,2.00511,0.9146285000000001,0.5415105,0.2562379003652811
mturk,ofcrkm8mve7t3y81h2ahi6tr,0.4888888888888889,49.0,0.8775510204081632,0.825,0.24,2.579155,0.9132875,0.953113,-0.021338131874696752
mturk,ol0fexiw547u6gli6izgrus4,0.6,45.0,1.0,0.36363636363636365,0.25333333333333335,11.481,0.7524310000000001,0.881599,-0.07904873227541719
mturk,ow3rmlf7ftv9o9jowr5pudue,0.7666666666666667,57.0,1.0,0.34375,0.17333333333333334,10.48845,0.8498985,0.512275,0.24785645881380014
mturk,pbe1z8nw3u49kut6yzpm5d8d,0.6,50.0,1.0,0.975,0.21333333333333335,11.524049999999999,0.7727580000000001,0.9763759999999999,-0.11641074954806199
mturk,pcbef4vi4t1k3os59yintjx7,0.6666666666666666,59.0,1.0,0.5483870967741935,0.25333333333333335,6.61476,0.909898,0.79085,0.06999743642209189
mturk,phbhdjtlsux8o4b6lw205gdn,0.3888888888888889,39.0,0.38461538461538464,0.62,0.3333333333333333,1.31139,0.208812,0.175912,0.08551585032386849
mturk,pips94le21jq08pesfaiefxd,0.4666666666666667,37.0,1.0,0.32692307692307687,0.5333333333333333,1.47019,0.10407259999999999,0.10226350000000001,0.008767733809061914
mturk,pnmept0z8agaln6bqziozweo,0.5444444444444444,45.0,0.8636363636363636,0.9111111111111111,0.26666666666666666,3.42628,0.5647325000000001,0.9589065,-0.25870563827783344
mturk,poea2a28uml13k7mbk6w4ou5,0.5111111111111111,47.0,0.7391304347826086,0.9534883720930233,0.32,5.25562,0.2015195,0.887534,-0.6299180894235223
mturk,pwjlt47u6xaxkcx5xnxonxjy,0.6222222222222222,54.0,0.9074074074074074,0.7142857142857143,0.21333333333333335,4.547295,0.854195,0.629262,0.15162758340821475
mturk,q7os2mbb6ijejlub0fmdwyth,0.5222222222222223,50.0,0.7755102040816326,0.8,0.30666666666666664,3.872565,0.4454475,0.540495,-0.09640268068371123
mturk,qlgapgx6bfkf4ff2uhuofcr6,0.32222222222222224,34.0,0.42424242424242425,0.4642857142857143,0.29333333333333333,-0.248085,0.251083,0.314126,-0.1115392713137972
mturk,qryxvy9232jetvwgtops3qjw,0.5,43.0,0.7857142857142857,0.7659574468085106,0.25333333333333335,2.307225,0.68005,0.8904725,-0.13398248035287616
mturk,req395sg5aaa99tgui0irfk8,0.5333333333333333,39.0,0.868421052631579,0.7254901960784313,0.18666666666666668,3.2648200000000003,0.687001,0.9674929999999999,-0.16953340417070112
mturk,rnktpyd6ech7t9az85fcdscs,0.45555555555555555,40.0,0.8974358974358975,0.78,0.22666666666666666,5.005535,0.4804175,0.9836995,-0.34374438654834283
mturk,ru5ws3pu83q9tqcyqm9i66vg,0.34444444444444444,29.0,0.5172413793103449,0.6166666666666667,0.52,6.74079,0.1657405,0.002811465,0.9666397837604561
mturk,rvbvs8wupqk0cepnaw1go9bs,0.6333333333333333,53.0,0.9622641509433962,0.2222222222222222,0.29333333333333333,8.145710000000001,0.3280875,0.425157,-0.12886851480495382
mturk,rxk216v2u00knpik4144b379,0.4666666666666667,38.0,0.6756756756756757,0.8076923076923077,0.28,4.64235,0.203073,0.6807185,-0.5404504342936088
mturk,s00v1x1d54te4umlyvvwaic6,0.6333333333333333,51.0,0.98,0.6923076923076923,0.24,11.570450000000001,0.3074135,0.5247145,-0.26113891132133515
mturk,s6skqzwsxbnuallv93zxt728,0.3333333333333333,44.0,0.09090909090909091,0.9777777777777777,0.36,0.483359,0.23381600000000002,0.215328,0.04116274513296411
mturk,se99pdkqoizyh6c8lmlc05n3,0.35555555555555557,42.0,1.0,0.41666666666666663,0.21333333333333335,10.79645,0.6543405,0.652142,0.0016827626853019402
mturk,sxgwt55mbktag0euyj5ck394,0.7666666666666667,66.0,0.9545454545454546,0.34782608695652173,0.24,7.55988,0.316168,0.651063,-0.3462409703576498
mturk,szygpouygrmb7vi2zvcsi7kj,0.6222222222222222,49.0,0.9795918367346939,0.5,0.2,8.52429,0.390544,0.807059,-0.3477905449468647
mturk,t76x8ndbtxbx72lsb8ngqv1z,0.6222222222222222,54.0,1.0,0.5833333333333333,0.2,10.2615,0.7870835,0.9784360000000001,-0.10838311329894687
mturk,t9d9ki02qf20po7hnalni8bs,0.7333333333333333,59.0,1.0,0.3548387096774194,0.21333333333333335,8.293285000000001,0.8591264999999999,0.2922845,0.4923020537410185
mturk,tcbpf1kmvs92g8t2x5iowvqs,0.34444444444444444,43.0,0.30952380952380953,0.7234042553191489,0.38666666666666666,2.29989,0.0571898,0.3860575,-0.7419508251939718
mturk,th2b9q0wuq3762odsxe9y0kh,0.7888888888888889,63.0,1.0,0.4444444444444444,0.18666666666666668,8.318275,0.7483905,0.6059675,0.1051590495275252
mturk,tlw8dxp34gf5zt4nfb7yftnf,0.6111111111111112,53.0,0.9433962264150944,0.9444444444444444,0.21333333333333335,10.22965,0.22573,0.9593355,-0.6190421542100416
mturk,toz6nvp14zs7mfg4bwsaebd6,0.4777777777777778,38.0,0.8157894736842105,0.9215686274509804,0.29333333333333333,7.996625,0.124061,0.973039,-0.7738383009752986
mturk,tsid1av4r8o3dobjmikdnw6x,0.5777777777777777,48.0,0.8936170212765957,0.7142857142857143,0.28,3.205755,0.791201,0.846266,-0.03362815861327277
