platform,subject,trial,correct,choice,key,rt,accuracy,outcome
mturk,h1pemdlnh3c9vhbgryg1ixhn,39,2,2.0,39.0,0.139,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,40,2,2.0,39.0,0.193,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,41,2,2.0,39.0,0.113,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,42,2,2.0,39.0,0.206,1.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,43,2,2.0,39.0,0.042,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,44,2,2.0,39.0,0.134,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,45,2,2.0,39.0,0.117,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,46,0,2.0,39.0,0.255,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,47,0,1.0,38.0,0.131,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,48,0,2.0,39.0,0.181,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,49,0,0.0,37.0,0.07,1.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,50,0,0.0,37.0,0.164,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,51,0,0.0,37.0,0.055,1.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,52,0,0.0,37.0,0.098,1.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,53,0,1.0,38.0,0.148,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,54,0,1.0,38.0,0.022,0.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,55,0,1.0,38.0,0.108,0.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,56,0,1.0,38.0,0.076,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,57,0,1.0,38.0,0.133,0.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,58,0,1.0,38.0,0.062,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,59,0,1.0,38.0,0.221,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,60,0,1.0,38.0,0.072,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,61,1,2.0,39.0,0.363,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,62,1,2.0,39.0,0.099,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,63,1,0.0,37.0,0.095,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,64,1,0.0,37.0,0.072,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,65,1,1.0,38.0,0.042,1.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,66,1,1.0,38.0,0.018,1.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,67,1,2.0,39.0,0.091,0.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,68,1,2.0,39.0,0.042,0.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,69,1,2.0,39.0,0.026,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,70,1,2.0,39.0,0.027,0.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,71,1,2.0,39.0,0.042,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,72,1,2.0,39.0,0.406,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,73,1,2.0,39.0,0.046,0.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,74,1,2.0,39.0,0.228,0.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,75,1,2.0,39.0,0.148,0.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,76,2,2.0,39.0,0.505,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,77,2,2.0,39.0,0.175,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,78,2,2.0,39.0,0.059,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,79,2,2.0,39.0,0.057,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,80,2,2.0,39.0,0.114,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,81,2,2.0,39.0,0.099,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,82,2,2.0,39.0,0.084,1.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,83,2,2.0,39.0,0.013,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,84,2,2.0,39.0,0.053,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,85,2,2.0,39.0,0.125,1.0,0.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,86,2,2.0,39.0,0.081,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,87,2,2.0,39.0,0.121,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,88,2,2.0,39.0,0.227,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,89,2,2.0,39.0,0.194,1.0,1.0
mturk,h1pemdlnh3c9vhbgryg1ixhn,90,2,2.0,39.0,0.181,1.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,1,0,1.0,38.0,0.813,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,2,0,2.0,39.0,0.695,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,3,0,0.0,37.0,0.306,1.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,4,0,2.0,39.0,0.258,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,5,0,0.0,37.0,0.107,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,6,0,0.0,37.0,0.115,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,7,0,0.0,37.0,0.536,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,8,0,0.0,37.0,0.452,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,9,0,0.0,37.0,0.245,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,10,0,0.0,37.0,0.245,1.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,11,0,0.0,37.0,0.192,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,12,0,0.0,37.0,0.172,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,13,0,0.0,37.0,0.08,1.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,14,0,0.0,37.0,0.097,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,15,0,0.0,37.0,0.013,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,16,2,0.0,37.0,0.373,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,17,2,0.0,37.0,0.349,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,18,2,0.0,37.0,0.238,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,19,2,1.0,38.0,0.369,0.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,20,2,1.0,38.0,0.101,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,21,2,1.0,38.0,0.127,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,22,2,2.0,39.0,0.339,1.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,23,2,2.0,39.0,0.098,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,24,2,2.0,39.0,0.109,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,25,2,2.0,39.0,0.119,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,26,2,2.0,39.0,0.109,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,27,2,2.0,39.0,0.058,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,28,2,2.0,39.0,0.117,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,29,2,2.0,39.0,0.067,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,30,2,2.0,39.0,0.09,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,31,0,2.0,39.0,0.046,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,32,0,2.0,39.0,0.047,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,33,0,2.0,39.0,0.397,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,34,0,1.0,38.0,0.35,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,35,0,1.0,38.0,0.115,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,36,0,1.0,38.0,0.109,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,37,0,0.0,37.0,0.006,1.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,38,0,0.0,37.0,0.025,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,39,0,0.0,37.0,0.349,1.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,40,0,0.0,37.0,0.017,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,41,0,0.0,37.0,0.307,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,42,0,0.0,37.0,0.307,1.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,43,0,0.0,37.0,0.172,1.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,44,0,0.0,37.0,0.131,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,45,0,0.0,37.0,0.07,1.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,46,1,2.0,39.0,0.028,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,47,1,2.0,39.0,0.071,0.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,48,1,2.0,39.0,0.068,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,49,1,1.0,38.0,0.118,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,50,1,1.0,38.0,0.017,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,51,1,1.0,38.0,0.39,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,52,1,1.0,38.0,0.312,1.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,53,1,1.0,38.0,0.254,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,54,1,1.0,38.0,0.246,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,55,1,1.0,38.0,0.235,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,56,1,1.0,38.0,0.162,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,57,1,1.0,38.0,0.174,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,58,1,1.0,38.0,0.065,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,59,1,1.0,38.0,0.004,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,60,1,1.0,38.0,0.067,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,61,0,1.0,38.0,0.056,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,62,0,1.0,38.0,0.023,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,63,0,1.0,38.0,0.392,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,64,0,2.0,39.0,0.383,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,65,0,0.0,37.0,0.327,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,66,0,0.0,37.0,0.024,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,67,0,0.0,37.0,0.214,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,68,0,0.0,37.0,0.057,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,69,0,0.0,37.0,0.423,1.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,70,0,0.0,37.0,0.319,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,71,0,0.0,37.0,0.063,1.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,72,0,2.0,39.0,0.36,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,73,0,2.0,39.0,0.034,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,74,0,1.0,38.0,0.359,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,75,0,1.0,38.0,0.049,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,76,2,0.0,37.0,0.352,0.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,77,2,0.0,37.0,0.328,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,78,2,0.0,37.0,0.15,0.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,79,2,0.0,37.0,0.12,0.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,80,2,0.0,37.0,0.133,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,81,2,0.0,37.0,0.115,0.0,0.0
mturk,h1utmgv01tgofu4ja7y7he1r,82,2,2.0,39.0,0.057,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,83,2,2.0,39.0,0.087,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,84,2,2.0,39.0,0.152,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,85,2,2.0,39.0,0.13,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,86,2,2.0,39.0,0.244,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,87,2,2.0,39.0,0.172,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,88,2,2.0,39.0,0.25,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,89,2,2.0,39.0,0.18,1.0,1.0
mturk,h1utmgv01tgofu4ja7y7he1r,90,2,2.0,39.0,0.258,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,1,0,1.0,38.0,1.683,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,2,0,1.0,38.0,0.368,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,3,0,0.0,37.0,0.258,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,4,0,0.0,37.0,0.21,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,5,0,2.0,39.0,0.282,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,6,0,2.0,39.0,0.049,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,7,0,0.0,37.0,0.218,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,8,0,0.0,37.0,0.282,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,9,0,0.0,37.0,0.201,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,10,0,0.0,37.0,0.106,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,11,0,0.0,37.0,0.073,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,12,0,0.0,37.0,0.273,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,13,0,0.0,37.0,0.241,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,14,0,0.0,37.0,0.042,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,15,0,2.0,39.0,0.139,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,16,2,2.0,39.0,0.306,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,17,2,2.0,39.0,0.25,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,18,2,2.0,39.0,0.217,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,19,2,2.0,39.0,0.274,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,20,2,2.0,39.0,0.233,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,21,2,2.0,39.0,0.513,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,22,2,2.0,39.0,0.289,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,23,2,2.0,39.0,0.258,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,24,2,2.0,39.0,0.122,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,25,2,2.0,39.0,0.234,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,26,2,2.0,39.0,0.218,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,27,2,2.0,39.0,0.306,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,28,2,2.0,39.0,0.242,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,29,2,2.0,39.0,0.17,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,30,2,2.0,39.0,0.104,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,31,0,2.0,39.0,0.266,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,32,0,0.0,37.0,0.202,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,33,0,0.0,37.0,0.05,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,34,0,0.0,37.0,0.225,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,35,0,0.0,37.0,0.138,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,36,0,0.0,37.0,0.088,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,37,0,0.0,37.0,0.113,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,38,0,0.0,37.0,0.17,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,39,0,0.0,37.0,0.034,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,40,0,0.0,37.0,0.008,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,41,0,0.0,37.0,0.353,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,42,0,0.0,37.0,0.29,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,43,0,0.0,37.0,0.137,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,44,0,1.0,38.0,0.241,0.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,45,0,1.0,38.0,0.05,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,46,1,1.0,38.0,0.274,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,47,1,1.0,38.0,0.218,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,48,1,1.0,38.0,0.073,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,49,1,2.0,39.0,0.008,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,50,1,0.0,37.0,0.253,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,51,1,1.0,38.0,0.202,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,52,1,1.0,38.0,0.257,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,53,1,1.0,38.0,0.066,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,54,1,1.0,38.0,0.213,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,55,1,1.0,38.0,0.026,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,56,1,1.0,38.0,0.297,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,57,1,1.0,38.0,0.073,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,58,1,1.0,38.0,0.186,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,59,1,1.0,38.0,0.162,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,60,1,1.0,38.0,0.114,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,61,2,1.0,38.0,0.105,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,62,2,1.0,38.0,0.042,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,63,2,2.0,39.0,0.097,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,64,2,2.0,39.0,0.17,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,65,2,2.0,39.0,0.217,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,66,2,2.0,39.0,0.089,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,67,2,2.0,39.0,0.027,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,68,2,2.0,39.0,0.146,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,69,2,2.0,39.0,0.242,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,70,2,0.0,37.0,0.225,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,71,2,1.0,38.0,0.218,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,72,2,0.0,37.0,0.298,0.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,73,2,0.0,37.0,0.13,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,74,2,0.0,37.0,0.266,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,75,2,1.0,38.0,0.201,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,76,0,1.0,38.0,0.289,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,77,0,2.0,39.0,0.137,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,78,0,2.0,39.0,0.249,0.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,79,0,2.0,39.0,0.242,0.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,80,0,2.0,39.0,0.113,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,81,0,2.0,39.0,0.027,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,82,0,2.0,39.0,0.279,0.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,83,0,2.0,39.0,0.186,0.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,84,0,0.0,37.0,0.217,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,85,0,0.0,37.0,0.169,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,86,0,0.0,37.0,0.194,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,87,0,0.0,37.0,0.226,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,88,0,0.0,37.0,0.098,1.0,1.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,89,0,0.0,37.0,0.258,1.0,0.0
mturk,h2ob40i8w8dt2pnbe0fjyz69,90,0,1.0,38.0,0.226,0.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,1,0,0.0,37.0,9.013,1.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,2,0,1.0,38.0,5.418,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,3,0,2.0,39.0,1.643,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,4,0,0.0,37.0,1.806,1.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,5,0,0.0,37.0,1.266,1.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,6,0,0.0,37.0,0.659,1.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,7,0,0.0,37.0,0.459,1.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,8,0,0.0,37.0,0.363,1.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,9,0,1.0,38.0,0.156,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,10,0,2.0,39.0,0.667,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,11,0,1.0,38.0,0.943,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,12,0,0.0,37.0,0.499,1.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,13,0,2.0,39.0,0.397,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,14,0,2.0,39.0,0.348,0.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,15,0,2.0,39.0,0.555,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,16,2,1.0,38.0,0.349,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,17,2,1.0,38.0,0.639,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,18,2,1.0,38.0,0.445,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,19,2,0.0,37.0,0.315,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,20,2,0.0,37.0,0.661,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,21,2,2.0,39.0,0.348,1.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,22,2,2.0,39.0,0.338,1.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,23,2,2.0,39.0,0.149,1.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,24,2,2.0,39.0,0.364,1.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,25,2,0.0,37.0,1.342,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,26,2,0.0,37.0,0.395,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,27,2,1.0,38.0,0.645,0.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,28,2,1.0,38.0,0.501,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,29,2,1.0,38.0,0.828,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,30,2,0.0,37.0,0.309,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,31,1,0.0,37.0,2.036,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,32,1,2.0,39.0,0.413,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,33,1,1.0,38.0,1.221,1.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,34,1,1.0,38.0,0.628,1.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,35,1,0.0,37.0,0.444,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,36,1,0.0,37.0,0.452,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,37,1,0.0,37.0,0.38,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,38,1,2.0,39.0,0.292,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,39,1,1.0,38.0,0.251,1.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,40,1,1.0,38.0,0.316,1.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,41,1,1.0,38.0,0.317,1.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,42,1,0.0,37.0,0.3,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,43,1,0.0,37.0,0.236,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,44,1,0.0,37.0,0.357,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,45,1,2.0,39.0,0.007,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,46,0,2.0,39.0,0.192,0.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,47,0,2.0,39.0,0.418,0.0,1.0
mturk,hat45nuw60i6qp17myltiq6e,48,0,1.0,38.0,0.509,0.0,0.0
mturk,hat45nuw60i6qp17myltiq6e,49,0,1.0,38.0,0.3,0.0,0.0
